id,code,question,answer,prediction,accuracy,completeness,relevance,clarity,accuracy_initial,completeness_initial,relevance_initial,clarity_initial,accuracy_rescored,completeness_rescored,relevance_rescored,clarity_rescored,teacher_intervened
160,@ ensure existsdef copy to name source dest exec driver None overwrite False makedirs False return salt ['container resource copy to'] name salt ['container resource cache file'] source dest container type virtualname exec driver exec driver overwrite overwrite makedirs makedirs,For what purpose do a file from the host copy into a container name container name source file ?,to be copied to the container,Copy file into a container to run tests inside a container.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
161,def test parse annotation annot '+ 180 \x 14 Lightsoff\x 14 Closedoor\x 14 \x 00 \x 00 \x 00 \x 00 \x 00 + 180 \x 14 Lightsoff\x 14 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 + 180 \x 14 Closedoor\x 14 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 + 3 14 \x 1504 20 \x 14 nothing\x 14 \x 00 \x 00 \x 00 \x 00 + 1800 2\x 1525 5\x 14 Apnea\x 14 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 + 123 \x 14 \x 14 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 \x 00 'annot [a for a in iterbytes annot ]annot[ 1 2] [ a * 256 for a in annot[ 1 2]]tal channel map sum zip annot[ 0 2] annot[ 1 2] assert equal parse tal channel [tal channel] [[ 180 0 0 ' Lightsoff'] [180 0 0 ' Closedoor'] [180 0 0 ' Lightsoff'] [180 0 0 ' Closedoor'] [3 14 4 2 'nothing'] [1800 2 25 5 ' Apnea']],How do the tal channel parse ?,test,It parses tal channel by creating a dictionary of all needed thread fields and checking if the version is supported.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
162,def auth email logout token user redirect url cas get logout url service url cas get login url service url web url for 'index' absolute True try unconfirmed email user get unconfirmed email for token token except Invalid Token Error raise HTTP Error http BAD REQUEST data {'message short' ' Badtoken' 'message long' ' Theprovidedtokenisinvalid '} except Expired Token Error status push status message ' Theprivatelinkyouusedisexpired ' raise HTTP Error http BAD REQUEST data {'message short' ' Expiredlink' 'message long' ' Theprivatelinkyouusedisexpired '} try user merge User find one Q 'emails' 'eq' unconfirmed email except No Results Found user merge Falseif user merge remove sessions for user user merge user email verifications[token]['confirmed'] Trueuser save remove sessions for user user resp redirect redirect url resp delete cookie settings COOKIE NAME domain settings OSF COOKIE DOMAIN return resp,What is adding an email ?,a user,A user adds an email,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
163,def virtual interface get by address context address return IMPL virtual interface get by address context address,Where does the code get a virtual interface from the table filtering ?,on address,"
The code gets a virtual interface from the table by address context.",2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
164,def domain constructor **b kwargs def deco f def wrapper *args **kwargs if 'name' in b kwargs b kwargs b kwargselse b kwargs dict b kwargs name f name f rval f *args **kwargs domain Domain lambda x x f rval ** b kwargs return domainwrapper name f name return wrapperreturn deco,For what purpose does a function return a pyll expressions ?,so that it becomes a domain instance instead of a function example,To create a domain instance instead of a function.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
165,def set project cfg facts if unset facts config {'default node selector' '' 'project request message' '' 'project request template' '' 'mcs allocator range' 's 0 /2 ' 'mcs labels per project' 5 'uid allocator range' '1000000000 - 1999999999 / 10000 '}if 'master' in facts for key value in config items if key not in facts['master'] facts['master'][key] valuereturn facts,When were they not were present ?,already,Already.,1,1,1,3,3,3,3,3,1.0,1.0,1.0,3.0,True
166,def git version git path DEFAULT GIT try output run git or fail ['--version'] git path git path except OS Error return Noneversion prefix 'gitversion'if not output startswith version prefix return Noneparts output[len version prefix ] split ' ' nums []for part in parts try nums append int part except Value Error breakwhile len nums < VERSION LEN nums append 0 return tuple nums[ VERSION LEN],When did git instal ?,currently,Currently.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
167,def b64 encode value *args **kwargs return base 64 b64 encode encode value *args **kwargs,Does the code serialize a value to json ?,Yes,Yes,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
168,@with open mode 'r' @with sizes 'medium' def read big chunks f f seek 0 while f read 4096 pass,When did 4096 units read ?,at a time,Reads 4096 units at a time.,2,2,2,2,3,3,3,3,2.0,2.0,2.0,2.0,True
169,def update sequencer id in request type migrate engine request type id sequencer id cmd 'UPDAT Erequest type SE Tsequencer id %i WHER Eid %i' % sequencer id request type id migrate engine execute cmd,Where does the code update the foreign key to the sequencer table ?,in the request_type table,The code updates the foreign key of the sequencer table in the request_type table.,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
170,def Add Request SS Handle pIO Type p Channel Value x1 User Data if os name 'nt' static Lib ctypes windll Load Library 'labjackud' v ctypes c double Value ud ctypes c double User Data ec static Lib Add Request SS Handle pIO Type p Channel v x1 ud if ec 0 raise Lab Jack Exception ec else raise Lab Jack Exception 0 ' Functiononlysupportedfor Windows',For what purpose does the code add a request to the labjackud request stack ?,to get the ain value from channel 0,Gets ain value from channel 0.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
171,def filter sff reads sff data ids to keep None ids to remove None header reads sff dataif ids to keep is not None reads [r for r in reads if r[' Name'] in ids to keep ]if ids to remove is not None reads [r for r in reads if r[' Name'] not in ids to remove ]header['number of reads'] len reads return header reads,Where does the i d be in ids_to_keep ?,where,"In the question, ""ids_to_keep"" refers to a list of IDs that are used to filter out certain reads from an input list of reads.",1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
172,def truncate text text limit killwords False end ' ' text text strip text length len text if text length < limit return text limit - text length text do truncate text limit killwords end '' return text + end 0,How do as many characters as possible return ?,without going over the limit,  Truncate text to limit,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
173,@register tagdef annotate form field parser token args token split contents if len args < 2 raise template Template Syntax Error 'annotate form fieldtagrequiresaformfieldtobepassed' return Form Field Node args[ 1 ],How did the code set an attribute on a form field ?,with the widget type,The code sets the attribute `type` on the form field with the value of the widget type.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
174,def from rdata ttl *rdatas return from rdata list ttl rdatas,Does the code create an rdataset with the specified ttl ?,Yes,"Yes, creates an rdataset with specified ttl and class.",1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
175,def show all categories call None if call 'action' raise Salt Cloud System Exit ' Theshow all categoriesfunctionmustbecalledwith-for--function ' conn get conn service ' Soft Layer Product Package' categories []for category in conn get Categories id 50 categories append category['category Code'] return {'category codes' categories},Where do a dict of all available categories return ?,on the cloud provider,"
The dict of all available categories.",1,1,1,1,1,1,1,1,,,,,True
176,def background func def internal *a **kw data ctx context[current Thread ] context[current Thread ] storage ctx copy def newfunc context[current Thread ] ctxfunc *a **kw t threading Thread target newfunc background threaddb[id t ] tt start ctx headers []return seeother changequery t id t return internal,What do a function decorator run ?,a long - running function,Long-running function,2,2,2,2,2,1,2,1,2.0,2.0,2.0,2.0,True
177,def tweet for template tweet https False data json loads tweet raw json parsed date parsedate data['created at'] date datetime *parsed date[ 0 6] if settings CC SHOW REPLIES replies get tweets limit 0 reply to tweet https https else replies Noneif 'from user' in data user data datafrom user data['from user']else user data data['user']from user user data['screen name']if https img bleach clean user data['profile image url https'] else img bleach clean user data['profile image url'] return {'profile img' img 'user' from user 'text' bleach clean data['text'] 'id' tweet pk 'date' date 'reply count' len replies if replies else 0 'replies' replies 'reply to' tweet reply to and tweet reply to pk 'hidden' tweet hidden},For what purpose did the dict need ?,for tweets,For user data,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
178,@register inclusion tag u'admin/actions html' takes context True def admin actions context context[u'action index'] context get u'action index' -1 + 1 return context,When has the action field been rendered on the page ?,the number of times,The action field is rendered 1 time on the page.,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
179,"def init binaries dirpath os path join CUCKOO ROOT 'data' 'monitor' 'latest' if not os path exists dirpath raise Cuckoo Startup Error "" Thebinariesusedfor Windowsanalysisareupdatedregularly independentlyfromthereleaseline Itappearsthatyou'renotup-to-date Thiscanhappenwhenyou'vejustinstalled Cuckooorwhenyou'veupdatedyour Cuckooversionbypullingthelatestchangesfromour Gitrepository Inordertogetup-to-date pleaserunthefollowingcommand ` /utils/community py-wafbmonitor`or` /utils/community py-waf`ifyou'dalsoliketodownloadover 300 Cuckoosignatures "" if os path isfile dirpath monitor os path basename open dirpath 'rb' read strip dirpath os path join CUCKOO ROOT 'data' 'monitor' monitor else dirpath Noneif dirpath and not os path isdir dirpath raise Cuckoo Startup Error "" Thebinariesusedfor Windowsanalysisareupdatedregularly independentlyfromthereleaseline Itappearsthatyou'renotup-to-date Thiscanhappenwhenyou'vejustinstalled Cuckooorwhenyou'veupdatedyour Cuckooversionbypullingthelatestchangesfromour Gitrepository Inordertogetup-to-date pleaserunthefollowingcommand ` /utils/community py-wafbmonitor`or` /utils/community py-waf`ifyou'dalsoliketodownloadover 300 Cuckoosignatures """,When do the user look for new analyzer binaries ?,periodically,User periodically looks for new analyzer binaries.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
180,def inject rename contenttypes operations plan None apps global apps using DEFAULT DB ALIAS **kwargs if plan is None returntry Content Type apps get model 'contenttypes' ' Content Type' except Lookup Error available Falseelse if not router allow migrate model using Content Type returnavailable Truefor migration backward in plan if migration app label migration name 'contenttypes' '0001 initial' if backward breakelse available Truecontinueif not available continueinserts []for index operation in enumerate migration operations if isinstance operation migrations Rename Model operation Rename Content Type migration app label operation old name lower operation new name lower inserts append index + 1 operation for inserted index operation in enumerate inserts migration operations insert inserted + index operation,When does the code insert a renamecontenttype operation ?,after every planned renamemodel operation,After every planned renamemodel operation.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
181,def chain future a b def copy future assert future is a if b done returnif isinstance a Traceback Future and isinstance b Traceback Future and a exc info is not None b set exc info a exc info elif a exception is not None b set exception a exception else b set result a result a add done callback copy,When do two futures chain together so that ?,when one completes,A future chains with another future when it is completed.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
182,@pytest mark parametrize 'data' 'a' 'b' 'c' 'd' 'c' 'd' 'a' 'b' 'a' 'b' 'c' 'd' 'e' 'f' def test data argument accepts tuples data p Prepared Request p prepare method 'GET' url 'http //www example com' data data hooks default hooks assert p body urlencode data,Who encodes them properly ?,the data argument,@pytest,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
183,def contextfunction f f contextfunction Truereturn f,What can this decorator be used ?,to mark a function or method context callable,"This decorator can be used to indicate that a function or method is context-callable, i.e., it can be called with a specific context.",2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
184,"def do extends parser token bits token split contents if len bits 2 raise Template Syntax Error ""'%s'takesoneargument"" % bits[ 0 ] parent name parent name expr None None if bits[ 1 ][ 0 ] in '""' ""'"" and bits[ 1 ][ -1 ] bits[ 1 ][ 0 ] parent name bits[ 1 ][ 1 -1 ]else parent name expr parser compile filter bits[ 1 ] nodelist parser parse if nodelist get nodes by type Extends Node raise Template Syntax Error ""'%s'cannotappearmorethanonceinthesametemplate"" % bits[ 0 ] return Extends Node nodelist parent name parent name expr",What extends a parent template ?,this template,Extends parent template.,1,1,3,3,3,3,3,3,1.0,1.0,3.0,3.0,True
185,def cluster to full summary cluster now None cs cluster to basic summary cluster now now cs['usage'] cluster to usage data cluster basic summary cs now now if cs['end'] cs['nih billed'] cs['nih']else cs['nih billed'] float sum u['nih billed'] for u in cs['usage'] for nih type in 'nih used' 'nih bbnu' cs[nih type] float sum u[nih type] for u in cs['usage'] return cs,For what purpose does the code convert a cluster to a full summary ?,for use in creating a report,To summarize the data for creating a report,2,2,2,2,3,3,3,3,2.0,2.0,2.0,2.0,True
186,def fixup indent suite kids suite children[ -1 ]while kids node kids pop if node type token INDENT breakwhile kids node kids pop if isinstance node Leaf and node type token DEDENT if node prefix node prefix ''returnelse kids extend node children[ -1 ],When do we get in trouble if an indent is followed by a thing with a prefix then nuke the prefix if an indent is followed by a thing with a prefix then nuke the prefix ?,when removing _ _ metaclass _ _ at suite start,In trouble if an indent is followed by something with a prefix.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
187,def benchmark command command benchmark script summarize script output dir num iterations dry run upkeep None cleanup None performance dir os path join output dir 'performance' if os path exists performance dir shutil rmtree performance dir os makedirs performance dir try for i in range num iterations out file 'performance%s csv' % i out file os path join performance dir out file benchmark args [benchmark script command '--output-file' out file]if not dry run subprocess check call benchmark args if upkeep is not None upkeep if not dry run summarize summarize script performance dir output dir finally if not dry run and cleanup is not None cleanup,By how much do command run ?,long,The command runs for `num` iterations and stores the output in a separate CSV file for each iteration in the `performance` directory.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
188,def trim features value return trim var 'FEATURES' value,Does the code remove a value from features variable in the make ?,Yes,Yes,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
189,def file list load ret []envs opts get 'azurefs envs' [] storage conn azure get storage conn opts envs[load['saltenv']] result azure list blobs storage conn storage conn container load['saltenv'] for blob in result ret append blob return ret,Where does the code return a list of all files on the file server ?,in a specified environment,The list of all files on the file server is returned in a specified environment.,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
190,def get content type mimetype charset if mimetype startswith 'text/' or mimetype 'application/xml' or mimetype startswith 'application/' and mimetype endswith '+xml' mimetype + ' charset ' + charset return mimetype,How do the full content type string return ?,with charset for a mimetype,Full content type string returns with charset,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
191,def suppress Warnings f *suppressed Warnings @wraps f def warning Suppressing Wrapper *a **kw return run With Warnings Suppressed suppressed Warnings f *a **kw return warning Suppressing Wrapper,When does a callable unsuppress them ?,afterwards,Before.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
192,def test fourier series square wave square wave Piecewise 1 x < pi -1 True s fourier series square wave x 0 2 * pi assert s truncate 3 4 / pi * sin x + 4 / 3 * pi * sin 3 * x + 4 / 5 * pi * sin 5 * x assert s sigma approximation 4 4 / pi * sin x * sinc pi / 4 + 4 / 3 * pi * sin 3 * x * sinc 3 * pi / 4,How does fourier_series approximate discontinuous function ?,correctly,Discrete Fourier Series,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
193,def get Element Node By Key element Node key if key not in element Node attributes return Noneword str element Node attributes[key] strip evaluated Link Value get Evaluated Link Value element Node word if evaluated Link Value class name ' Element Node' return evaluated Link Valueprint ' Warning couldnotget Element Nodeinget Element Node By Keyinevaluatefor 'print keyprint evaluated Link Valueprint element Nodereturn None,How does the code get the xml element ?,by key,Evaluates Link Value.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
194,@ssl required@require POS Tdef logout request auth logout request statsd incr 'user logout' res Http Response Redirect get next url request or reverse 'home' res delete cookie settings SESSION EXISTS COOKIE return res,In which direction do the user log ?,out,Out,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
195,def postprocess config string flags re IGNORECASE re MULTILINE result re sub u'^\\[ COMMENTS \\] \\n $ ' u'' config string flags flags result re sub u'\\n INLINE\\d+ * $' u' \\g< 1 >' result flags flags result re sub u'^ HASH\\d+ * $' u'#\\g< 1 >' result flags flags result re sub u'^ SEMICOLON\\d+ * $' u' \\g< 1 >' result flags flags result re sub u'\\n SECTION\\d+ * $' u'\\g< 1 >' result flags flags result re sub u'^ BLANK\\d+ $' u'' result flags flags return result,In which direction does a preprocessed config convert to original form ?,back,Back to original form,1,1,1,3,3,3,3,3,1.0,1.0,1.0,3.0,True
196,def get custom data point length random randint 0 10 print 'reportingtimeseriesvalue{}' format str length return length,For what purpose do a mock measurement return ?,for demonstration purposes,Demonstration purposes.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
197,def get tables tables ['address scopes' 'floatingips' 'meteringlabels' 'networkrbacs' 'networks' 'ports' 'qos policies' 'qospolicyrbacs' 'quotas' 'reservations' 'routers' 'securitygrouprules' 'securitygroups' 'subnetpools' 'subnets' 'trunks' 'auto allocated topologies' 'default security group' 'ha router networks' 'quotausages']return tables,What have tenant_id column ?,tables,Tables have tenant_id column,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
198,def add dummy padding x depth boundary for k v in boundary items if v 'none' d depth[k]empty shape list x shape empty shape[k] dempty chunks list x chunks empty chunks[k] d empty wrap empty empty shape chunks empty chunks dtype x dtype out chunks list x chunks ax chunks list out chunks[k] ax chunks[ 0 ] + dax chunks[ -1 ] + dout chunks[k] ax chunksx concatenate [empty x empty] axis k x x rechunk out chunks return x,Does an array have none ?,Yes,Yes,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
199,def cr uid id context method method api 'cr uid id context'return method,What does a traditional - style method take ?,cr,Requests,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
200,def case sensitive collator global case sensitive collatorif case sensitive collator is None case sensitive collator collator clone case sensitive collator numeric sort collator numeric case sensitive collator upper first Truereturn case sensitive collator,When does upper case letter sort before lower case ?,always,Lowercase,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
201,def serial func if not getattr func 'parallel' False func serial Truereturn wrap as new func func,When do the wrapped function run sequentially ?,always,Always,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
202,"def unregister webapi capabilities capabilities id try del registered capabilities[capabilities id]except Key Error logging error u' Failedtounregisterunknownweb AP Icapabilities""%s"" ' capabilities id raise Key Error u'""%s""isnotaregisteredweb AP Icapabilitiesset' % capabilities id",When did set register ?,previously,Previously,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
203,def exception when false wrapper func exception class value error message template def g target *args **kwargs val func target *args **kwargs if val return valelse raise exception class value error message template % target g name func name g doc func doc return g,When do a function raise an exception ?,when the return value is not true,The function will raise an exception when the return value is False.,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
204,def module name module state ' Enabled' version 'any' ret {'name' name 'result' True 'comment' '' 'changes' {}}modules salt ['selinux list semod'] if name not in modules ret['comment'] ' Module{ 0 }isnotavailable' format name ret['result'] Falsereturn retrmodule state refine module state module state if rmodule state 'unknown' ret['comment'] '{ 0 }isnotavalidstateforthe{ 1 }module ' format module state module ret['result'] Falsereturn retif version 'any' installed version modules[name][' Version']if not installed version version ret['comment'] ' Moduleversionis{ 0 }anddoesnotmatchthedesiredversionof{ 1 }oryouareusingsemodule> 2 4' format installed version version ret['result'] Falsereturn retcurrent module state refine module state modules[name][' Enabled'] if rmodule state current module state ret['comment'] ' Module{ 0 }isinthedesiredstate' format name return retif opts ['test'] ret['result'] Noneret['comment'] ' Module{ 0 }issettobetoggledto{ 1 }' format name module state return retif salt ['selinux setsemod'] name rmodule state ret['comment'] ' Module{ 0 }hasbeensetto{ 1 }' format name module state return retret['result'] Falseret['comment'] ' Failedtosetthe Module{ 0 }to{ 1 }' format name module state return ret,When do a specific version force for an selinux module name the name of the module to control ?,optionally,"The code controls an SELinux module with the name ""module"".",2,2,2,1,1,1,1,1,2.0,2.0,2.0,1.0,True
205,def get flavor access by flavor id flavorid ctxt None if ctxt is None ctxt context get admin context flavor objects Flavor get by flavor id ctxt flavorid return flavor projects,How does the code retrieve flavor access list ?,by flavor i d,Retrieves flavor access list.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
206,@pytest mark cmd@pytest mark django dbdef test list projects modified since capfd call command 'list projects' '--modified-since 5' out err capfd readouterr assert 'project 0 ' in out assert 'project 1 ' in out,When did projects modify ?,since a revision,The projects were modified 5 days ago.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
207,def enabled name **kwargs if service is upstart name return upstart is enabled name else return sysv is enabled name,For what purpose is the named service enabled ?,to start on boot cli example,Starts on boot.,2,2,2,2,1,1,1,1,2.0,2.0,2.0,2.0,True
208,def clear sessions relative months 1 dry run False logger warn ' Clearingsessionsolderthan{ 0 }months' format months now timezone now delta relativedelta relativedelta months months clear sessions now - delta dry run dry run,When did all sessions modify last ?,over months months ago,Over months months ago,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
209,"@bdd when bdd parsers parse ' Iwaitforthejavascriptmessage""{message}""' def javascript message when quteproc message quteproc wait for js message",How was the given message logged ?,via javascript,Javascript,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
210,def str 2 pyval string try return ast literal eval string except Value Error Syntax Error return PYVALS get string string,Does this function take a string ?,Yes,"Yes, it takes a string and returns a Python object.",2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
211,"def tock phenny input u urllib urlopen 'http //tycho usno navy mil/cgi-bin/timer pl' info u info u close phenny say '""' + info[' Date'] + '""-tycho usno navy mil'",What does the code show ?,the time from the usnos atomic clock,The code shows the time from the USNO atomic clock in the specified channel as pretty-printed bytes.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
212,def pi hex digits n prec 14 n prec as int n as int prec if n < 0 raise Value Error 'ncannotbenegative' if prec 0 return ''n - 1a [4 2 1 1]j [1 4 5 6]D dn n prec x + a[ 0 ] * series j[ 0 ] n prec - a[ 1 ] * series j[ 1 ] n prec - a[ 2 ] * series j[ 2 ] n prec - a[ 3 ] * series j[ 3 ] n prec & 16 ** D - 1 s '% 0 ' + '%ix' % prec % x // 16 ** D - prec return s,Where do prec digits start ?,at the nth digit of pi in hex,4th,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
213,def register migration MIGRATIONS[migration name ] migration,How do a migratin register ?,with the runner,Migration registration,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
214,def decorator factory cls attrs set dir cls if ' call ' in attrs raise Type Error ' Youcannotdecorateaclasswithanontrivial call method' if 'call' not in attrs raise Type Error ' Youcannotdecorateaclasswithouta callmethod' cls call call return cls,What does the code take with a ?,a class,A class,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,True
215,def pluck ind seqs default no default if default no default get getter ind return map get seqs elif isinstance ind list return tuple get item seq default for item in ind for seq in seqs return get ind seq default for seq in seqs,Where does an element or several elements pluck from each item ?,in a sequence,Individual elements plucked from each item in a sequence.,2,2,2,2,3,3,3,3,2.0,2.0,2.0,2.0,True
216,def expr eval expr c test expr expr EXPR OPCODES return unsafe eval c,What evaluates a string that contains an expression that only uses python constants ?,expr_eval - > value restricted python expression evaluation,expr_eval,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
217,def setup hass config global DAT Aconf config[DOMAIN]host conf get CONF HOST port conf get CONF PORT DATA APCUP Sd Data host port try DATA update no throttle True except Exception LOGGER exception ' Failurewhiletesting APCUP Sdstatusretrieval ' return Falsereturn True,What uses to set up a function enabling status retrieval ?,config values,Itunes platform,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
218,def patch admin model admin site None admin site admin site or admin site try Model Admin admin site registry[model] class except Key Error raise Not Registered ' Themodel%rhasnotbeenregisteredwiththeadminsite ' % model admin site unregister model class Patched Model Admin Version Admin Model Admin passadmin site register model Patched Model Admin,When has a model been registered with the django admin site ?,already,Already registered with the Django Admin Site.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
219,def test system numerics complex print 'TODO',Should this be tested here minimally ?,Yes,Yes.,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
220,"def get theme sass dirs system theme dir if system not in 'lms' 'cms' raise Value Error '""system""musteitherbe""lms""or""cms""' dirs []system sass dir path system / 'static' / 'sass' sass dir theme dir / system / 'static' / 'sass' css dir theme dir / system / 'static' / 'css' dependencies SASS LOOKUP DEPENDENCIES get system [] if sass dir isdir css dir mkdir p dirs append {'sass source dir' system sass dir 'css destination dir' css dir 'lookup paths' dependencies + [ sass dir / 'partials' system sass dir / 'partials' system sass dir] } dirs append {'sass source dir' sass dir 'css destination dir' css dir 'lookup paths' dependencies + [ sass dir / 'partials' system sass dir / 'partials' system sass dir] } return dirs",What do sass dirs need ?,to be compiled for the given theme,Compiled Sass files for the given theme.,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
221,def installed product key cmd 'cscript C \\ Windows\\ System 32 \\slmgr vbs/dli'out salt ['cmd run'] cmd return product key[ -5 ] in out,When is the product key installed ?,already,Already installed,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
222,def fit inside image shape assert len image shape 3 assert len shape 2 if image shape[ 0 ] < shape[ 0 ] and image shape[ 1 ] < shape[ 1 ] return image copy row ratio float image shape[ 0 ] / float shape[ 0 ] col ratio float image shape[ 1 ] / float shape[ 1 ] if row ratio > col ratio target shape [shape[ 0 ] min image shape[ 1 ] / row ratio shape[ 1 ] ]else target shape [min image shape[ 0 ] / col ratio shape[ 0 ] shape[ 1 ]]assert target shape[ 0 ] < shape[ 0 ] assert target shape[ 1 ] < shape[ 1 ] assert target shape[ 0 ] shape[ 0 ] or target shape[ 1 ] shape[ 1 ] rval rescale image target shape return rval,For what purpose do image scale ?,to fit inside shape,Image scale for fitting inside shape.,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
223,def List Tables service project id tables service tables list project Id project id execute logging info json dumps tables indent 2,Where do the tables list ?,in a given project,In a given project's tables.,1,1,3,3,3,3,3,3,1.0,1.0,3.0,3.0,True
224,def get next request next request POST get 'next' request GET get 'next' request META get 'HTTP REFERER' None if not next next request pathreturn next,Who determine their redirects how after they have finished computation ?,they,Computation,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
225,def get field parts model field name parts field name split LOOKUP SEP opts model metafields []for name in parts try field opts get field name except Field Does Not Exist return Nonefields append field if isinstance field Related Field opts remote model field metaelif isinstance field Foreign Object Rel opts field related model metareturn fields,In which direction do the field parts represent the traversable relationships ?,from the base model,  From the base model.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
226,def dup rshift f n K return f[ - n ],How do by x**n divide f in k[x ] ?,efficiently,"
By repeated squaring.",1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
227,def block diag A n if sparse issparse A raise Not Implemented 'sparsereversalnotimplementedyet' ma na A shapebdn na // int n if na % n > 0 raise Value Error ' Widthofmatrixmustbeamultipleofn' tmp np arange ma * bdn dtype np int reshape bdn ma tmp np tile tmp 1 n ii tmp ravel jj np arange na dtype np int [ None ]jj jj * np ones ma dtype np int [ None] jj jj T ravel bd sparse coo matrix A T ravel np c [ ii jj ] T tocsc return bd,In which direction do a block diagonal construct ?,from a packed structure,Block diagonal construct in the opposite direction of the packed structure.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
228,def search code query sort None order None per page None text match False number -1 etag None return gh search code query sort order per page text match number etag,How does the code find code ?,via the code search api,Code finds code through GitHub's search API.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
229,def roberts pos diag image mask None assert nD image 2 image img as float image result convolve image ROBERTS PD WEIGHTS return mask filter result result mask,How does the code find the cross edges of an image ?,using roberts cross operator,Yes,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
230,def get Sheet Thickness element Node return get Cascade Float Without Self 3 0 element Node 'sheet Thickness',Does the code get the sheet thickness ?,Yes,Yes,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
231,def check environment if os getenv 'TRAVIS' 'true' is travis Truenon pr os getenv 'TRAVIS PULL REQUEST' 'false' and os getenv 'TRAVIS BRANCH' 'master' else is travis non pr Falsereturn is travis non pr,In which direction is this running ?,in,Running on Travis CI and checking for a pull request environment.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
