id,code,question,answer,prediction,accuracy,completeness,relevance,clarity,accuracy_initial,completeness_initial,relevance_initial,clarity_initial,accuracy_rescored,completeness_rescored,relevance_rescored,clarity_rescored,teacher_intervened
209,"@bdd when bdd parsers parse ' Iwaitforthejavascriptmessage""{message}""' def javascript message when quteproc message quteproc wait for js message",How was the given message logged ?,via javascript,Javascript,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
210,def str 2 pyval string try return ast literal eval string except Value Error Syntax Error return PYVALS get string string,Does this function take a string ?,Yes,"Yes, it takes a string and returns a Python object.",2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
211,"def tock phenny input u urllib urlopen 'http //tycho usno navy mil/cgi-bin/timer pl' info u info u close phenny say '""' + info[' Date'] + '""-tycho usno navy mil'",What does the code show ?,the time from the usnos atomic clock,The code shows the time from the USNO atomic clock in the specified channel as pretty-printed bytes.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
212,def pi hex digits n prec 14 n prec as int n as int prec if n < 0 raise Value Error 'ncannotbenegative' if prec 0 return ''n - 1a [4 2 1 1]j [1 4 5 6]D dn n prec x + a[ 0 ] * series j[ 0 ] n prec - a[ 1 ] * series j[ 1 ] n prec - a[ 2 ] * series j[ 2 ] n prec - a[ 3 ] * series j[ 3 ] n prec & 16 ** D - 1 s '% 0 ' + '%ix' % prec % x // 16 ** D - prec return s,Where do prec digits start ?,at the nth digit of pi in hex,4th,1,1,1,1,1,1,1,1,,,,,False
213,def register migration MIGRATIONS[migration name ] migration,How do a migratin register ?,with the runner,Migration registration,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
214,def decorator factory cls attrs set dir cls if ' call ' in attrs raise Type Error ' Youcannotdecorateaclasswithanontrivial call method' if 'call' not in attrs raise Type Error ' Youcannotdecorateaclasswithouta callmethod' cls call call return cls,What does the code take with a ?,a class,A class,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,True
215,def pluck ind seqs default no default if default no default get getter ind return map get seqs elif isinstance ind list return tuple get item seq default for item in ind for seq in seqs return get ind seq default for seq in seqs,Where does an element or several elements pluck from each item ?,in a sequence,Individual elements plucked from each item in a sequence.,2,2,2,2,3,3,3,3,2.0,2.0,2.0,2.0,True
216,def expr eval expr c test expr expr EXPR OPCODES return unsafe eval c,What evaluates a string that contains an expression that only uses python constants ?,expr_eval - > value restricted python expression evaluation,expr_eval,1,1,1,1,1,1,1,1,,,,,False
217,def setup hass config global DAT Aconf config[DOMAIN]host conf get CONF HOST port conf get CONF PORT DATA APCUP Sd Data host port try DATA update no throttle True except Exception LOGGER exception ' Failurewhiletesting APCUP Sdstatusretrieval ' return Falsereturn True,What uses to set up a function enabling status retrieval ?,config values,Itunes platform,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
218,def patch admin model admin site None admin site admin site or admin site try Model Admin admin site registry[model] class except Key Error raise Not Registered ' Themodel%rhasnotbeenregisteredwiththeadminsite ' % model admin site unregister model class Patched Model Admin Version Admin Model Admin passadmin site register model Patched Model Admin,When has a model been registered with the django admin site ?,already,Already registered with the Django Admin Site.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
219,def test system numerics complex print 'TODO',Should this be tested here minimally ?,Yes,Yes.,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
220,"def get theme sass dirs system theme dir if system not in 'lms' 'cms' raise Value Error '""system""musteitherbe""lms""or""cms""' dirs []system sass dir path system / 'static' / 'sass' sass dir theme dir / system / 'static' / 'sass' css dir theme dir / system / 'static' / 'css' dependencies SASS LOOKUP DEPENDENCIES get system [] if sass dir isdir css dir mkdir p dirs append {'sass source dir' system sass dir 'css destination dir' css dir 'lookup paths' dependencies + [ sass dir / 'partials' system sass dir / 'partials' system sass dir] } dirs append {'sass source dir' sass dir 'css destination dir' css dir 'lookup paths' dependencies + [ sass dir / 'partials' system sass dir / 'partials' system sass dir] } return dirs",What do sass dirs need ?,to be compiled for the given theme,Compiled Sass files for the given theme.,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
221,def installed product key cmd 'cscript C \\ Windows\\ System 32 \\slmgr vbs/dli'out salt ['cmd run'] cmd return product key[ -5 ] in out,When is the product key installed ?,already,Already installed,3,3,3,3,3,3,3,3,,,,,False
222,def fit inside image shape assert len image shape 3 assert len shape 2 if image shape[ 0 ] < shape[ 0 ] and image shape[ 1 ] < shape[ 1 ] return image copy row ratio float image shape[ 0 ] / float shape[ 0 ] col ratio float image shape[ 1 ] / float shape[ 1 ] if row ratio > col ratio target shape [shape[ 0 ] min image shape[ 1 ] / row ratio shape[ 1 ] ]else target shape [min image shape[ 0 ] / col ratio shape[ 0 ] shape[ 1 ]]assert target shape[ 0 ] < shape[ 0 ] assert target shape[ 1 ] < shape[ 1 ] assert target shape[ 0 ] shape[ 0 ] or target shape[ 1 ] shape[ 1 ] rval rescale image target shape return rval,For what purpose do image scale ?,to fit inside shape,Image scale for fitting inside shape.,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
223,def List Tables service project id tables service tables list project Id project id execute logging info json dumps tables indent 2,Where do the tables list ?,in a given project,In a given project's tables.,3,3,3,3,3,3,3,3,,,,,False
224,def get next request next request POST get 'next' request GET get 'next' request META get 'HTTP REFERER' None if not next next request pathreturn next,Who determine their redirects how after they have finished computation ?,they,Computation,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
225,def get field parts model field name parts field name split LOOKUP SEP opts model metafields []for name in parts try field opts get field name except Field Does Not Exist return Nonefields append field if isinstance field Related Field opts remote model field metaelif isinstance field Foreign Object Rel opts field related model metareturn fields,In which direction do the field parts represent the traversable relationships ?,from the base model,  From the base model.,3,3,3,3,3,3,3,3,,,,,False
226,def dup rshift f n K return f[ - n ],How do by x**n divide f in k[x ] ?,efficiently,"
By repeated squaring.",1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
227,def block diag A n if sparse issparse A raise Not Implemented 'sparsereversalnotimplementedyet' ma na A shapebdn na // int n if na % n > 0 raise Value Error ' Widthofmatrixmustbeamultipleofn' tmp np arange ma * bdn dtype np int reshape bdn ma tmp np tile tmp 1 n ii tmp ravel jj np arange na dtype np int [ None ]jj jj * np ones ma dtype np int [ None] jj jj T ravel bd sparse coo matrix A T ravel np c [ ii jj ] T tocsc return bd,In which direction do a block diagonal construct ?,from a packed structure,Block diagonal construct in the opposite direction of the packed structure.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
228,def search code query sort None order None per page None text match False number -1 etag None return gh search code query sort order per page text match number etag,How does the code find code ?,via the code search api,Code finds code through GitHub's search API.,3,3,3,3,3,3,3,3,,,,,False
229,def roberts pos diag image mask None assert nD image 2 image img as float image result convolve image ROBERTS PD WEIGHTS return mask filter result result mask,How does the code find the cross edges of an image ?,using roberts cross operator,Yes,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
230,def get Sheet Thickness element Node return get Cascade Float Without Self 3 0 element Node 'sheet Thickness',Does the code get the sheet thickness ?,Yes,Yes,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
231,def check environment if os getenv 'TRAVIS' 'true' is travis Truenon pr os getenv 'TRAVIS PULL REQUEST' 'false' and os getenv 'TRAVIS BRANCH' 'master' else is travis non pr Falsereturn is travis non pr,In which direction is this running ?,in,Running on Travis CI and checking for a pull request environment.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
232,def example number for non geo entity country calling code metadata Phone Metadata metadata for nongeo region country calling code None if metadata is not None desc metadata general desctry if desc example number is not None return parse PLUS SIGN + unicod country calling code + desc example number UNKNOWN REGION except Number Parse Exception passreturn None,What do the specified country call for a non - geographical entity ?,code,Non-geographical entity.,1,1,1,1,1,1,1,1,,,,,False
233,def assert deb content test case expected paths package path output dir File Path test case mktemp output dir makedirs check output ['dpkg' '--extract' package path path output dir path] actual paths set for f in output dir walk if f isdir continueactual paths add File Path '/' descendant f segments From output dir test case assert Equal set expected paths difference actual paths,Do the deb file at package_path contain all the expected_paths ?,No,No.,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
234,def determine disk image type image meta if not image meta obj attr is set 'disk format' return Nonedisk format map {'ami' Image Type DISK 'aki' Image Type KERNEL 'ari' Image Type RAMDISK 'raw' Image Type DISK RAW 'vhd' Image Type DISK VHD 'iso' Image Type DISK ISO}try image type disk format map[image meta disk format]except Key Error raise exception Invalid Disk Format disk format image meta disk format LOG debug ' Detected% type sformatforimage% image s' {'type' Image Type to string image type 'image' image meta} return image type,Where will the kernel reside ?,where,  Kernel,2,2,2,2,1,1,1,1,2.0,2.0,2.0,2.0,True
235,def hdmi force hotplug config set kodi setting all settings if kodi setting 'true' return '1 'elif all settings get 'hdmi edid file' None 'true' return '1 'else return 'remove this line',Does hdmi_force_hotplug need hdmi_edid_file ?,No,No,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
236,"def tamper payload **kwargs return payload replace ""'"" '%EF%BC% 87 ' if payload else payload",What replaces apostrophe character with its utf-8 full width counterpart ?,apostrophe character,Replaces apostrophe with its UTF-8 full width counterpart.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
237,def test resize icon shrink resize size [32 ]final size [ 32 12 ] uploader resize size final size,For what purpose should image be shrunk ?,so that the longest side is 32px,  Image shrunk for upload.,1,1,1,1,2,1,2,1,1.0,1.0,1.0,1.0,True
238,"def reload loadbalancers group load balancers exclude None exclude exclude or [] id list grouputils get member refids group exclude exclude for name lb in six iteritems load balancers props copy copy lb properties data if ' Instances' in lb properties schema props[' Instances'] id listelif 'members' in lb properties schema props['members'] id listelse raise exception Error "" Unsupportedresource'%s'in Load Balancer Names"" % name lb defn rsrc defn Resource Definition lb name lb type properties props metadata lb t metadata deletion policy lb t deletion policy scheduler Task Runner lb update lb defn",What reloads its config ?,the loadbalancer,Load balancer.,3,3,3,3,3,3,3,3,,,,,False
239,def is library missing name path module name rsplit u' ' 1 try package import module path return not module has submodule package module except Import Error return is library missing path,Can library that failed to load be found under any templatetags directory ?,No,"No, library.",1,1,1,1,1,1,1,1,,,,,False
240,def unary int input wrapper impl wrapped impl def implementer context builder sig args val argsinput type sig args[ 0 ]fpval context cast builder val input type types float 64 inner sig signature types float 64 types float 64 res wrapped impl context builder inner sig fpval return context cast builder res types float 64 sig return type return implementer,For what purpose do an implementation factory return ?,to convert the single integral input argument to a float64,A factory returns an implementation that converts and hashes input values.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
241,def get unicode from response r warnings warn ' Inrequests 3 0 get unicode from responsewillberemoved Formoreinformation pleaseseethediscussiononissue# 2266 Thiswarningshouldonlyappearonce ' Deprecation Warning tried encodings []encoding get encoding from headers r headers if encoding try return str r content encoding except Unicode Error tried encodings append encoding try return str r content encoding errors 'replace' except Type Error return r content,In which direction does the requested content return in unicode ?,back,The requested content returns as a Unicode string.,2,1,2,2,2,1,2,2,,,,,False
242,def task status update context data dict model context['model']session model meta create local session context['session'] sessionuser context['user']id data dict get 'id' schema context get 'schema' or schema default task status schema if id task status model Task Status get id context['task status'] task statusif task status is None raise Not Found ' Task Statuswasnotfound ' check access 'task status update' context data dict data errors validate data dict schema context if errors session rollback raise Validation Error errors task status model save task status dict save data context session commit session close return model dictize task status dictize task status context,Does the code update a task status ?,Yes,Yes,1,1,3,1,3,3,3,3,1.0,1.0,3.0,1.0,True
243,@contextmanagerdef simulate running pipeline pipeline target backend email None fullname None username None pipeline data {'backend' backend 'kwargs' {'details' {}}}if email is not None pipeline data['kwargs']['details']['email'] emailif fullname is not None pipeline data['kwargs']['details']['fullname'] fullnameif username is not None pipeline data['kwargs']['username'] usernamepipeline get mock patch '{pipeline} get' format pipeline pipeline target spec True pipeline running mock patch '{pipeline} running' format pipeline pipeline target spec True mock get pipeline get start mock running pipeline running start mock get return value pipeline datamock running return value Truetry yield finally pipeline get stop pipeline running stop,When is a pipeline running ?,currently,Currently running,3,3,3,3,3,3,3,3,,,,,False
244,def mask comments input search re re compile ' *? # * ' return [search re sub comment replace line for line in input],For what purpose do the quoted strings mask ?,so we skip braces inside quoted strings,To skip braces inside quoted strings,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
245,def cert time to seconds cert time import timereturn time mktime time strptime cert time '%b%d%H %M %S%YGMT',When does the code return a python time value ?,in seconds past the epoch,The code returns a python time value in seconds past the epoch.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
246,def list pkgs versions as list False **kwargs versions as list salt utils is true versions as list if salt utils is true kwargs get 'removed' return {}if 'pkg list pkgs' in context if versions as list return context ['pkg list pkgs']else ret copy deepcopy context ['pkg list pkgs'] salt ['pkg resource stringify'] ret return retret {}cmd '/usr/bin/pkginfo-x'lines salt ['cmd run'] cmd splitlines for index line in enumerate lines if index % 2 0 name line split [0 ] strip if index % 2 1 version num line split [1 ] strip salt ['pkg resource add pkg'] ret name version num salt ['pkg resource sort pkglist'] ret context ['pkg list pkgs'] copy deepcopy ret if not versions as list salt ['pkg resource stringify'] ret return ret,How did the packages instal currently ?,as a dict,The packages are installed currently as a dict and have been installed for some time.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
247,def xattr writes supported path try import xattrexcept Import Error return Falsedef set xattr path key value xattr setxattr path 'user %s' % key value fake filepath os path join path 'testing-checkme' result Truewith open fake filepath 'wb' as fake file fake file write 'XXX' fake file flush try set xattr fake filepath 'hits' '1 ' except IO Error as e if e errno errno EOPNOTSUPP result Falseelse if os path exists fake filepath os unlink fake filepath return result,What do the we write to that file subsequently ?,a xattr,A xattr.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
248,def inject NS globals GLNS GL dict used names []used names extend [names[ 0 ] for names in pyopengl 2 functions to import] used names extend [name for name in pyopengl 2 used functions] NS[' used names'] used namesused constants set constants dict injected constants 0injected functions 0for name in dir GL if name startswith 'GL ' if name not in used constants NS[name] GLNS[name]injected constants + 1elif name startswith 'gl' if name + ' ' in deprecated functions passelif name in used names passelse NS[name] GLNS[name]injected functions + 1,Where did we provide the names ?,in our api,Provided names in PyOpenGL 2 functions,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
249,def mapcat func seqs return concat map func seqs,Where do func apply to each sequence ?,in seqs,Mapcat applies func to each sequence in seqs,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
250,def positional max pos args ndb debug 'SKIP'def positional decorator wrapped if not DEBUG return wrapped ndb debug 'SKIP'@wrapping wrapped def positional wrapper *args **kwds ndb debug 'SKIP'if len args > max pos args plural s ''if max pos args 1 plural s 's'raise Type Error '%s takesatmost%dpositionalargument%s %dgiven ' % wrapped name max pos args plural s len args return wrapped *args **kwds return positional wrapperreturn positional decorator,What declares that only the first n arguments may be positional ?,a decorator,Decorator,3,3,3,3,3,3,3,3,,,,,False
251,"def get Parameter name index args kwargs default None param kwargs get name if len args > index if param raise Value Error "" Parameter'%s'isspecifiedtwice"" % name param args[index]return param or default",What does the code find ?,a parameter in tuple and dictionary arguments a function receives,A parameter named 'param',1,1,1,1,1,1,1,1,,,,,False
252,def get current traceback ignore system exceptions False show hidden frames False skip 0 exc type exc value tb sys exc info if ignore system exceptions and exc type in system exceptions raisefor x in xrange skip if tb tb next is None breaktb tb tb nexttb Traceback exc type exc value tb if not show hidden frames tb filter hidden frames return tb,Does the code get the current exception info ?,Yes,Yes,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
253,def dup lshift f n K if not f return felse return f + [K zero] * n,Where do by x**n multiply f efficiently ?,in k[x ],x**n,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
254,def purge **kwargs return ceph cfg purge **kwargs,Where do ceph configuration purge ?,on the node,Purges ceph configuration on node.,1,1,3,3,3,3,3,3,1.0,1.0,3.0,3.0,True
255,@contextmanagerdef expected warnings matching with all warnings as w yield w remaining [m for m in matching if '\\A\\Z' not in m split ' ' ]for warn in w found Falsefor match in matching if re search match str warn message is not None found Trueif match in remaining remaining remove match if not found raise Value Error ' Unexpectedwarning %s' % str warn message if len remaining > 0 msg ' Nowarningraisedmatching \n%s' % '\n' join remaining raise Value Error msg,For what purpose do known warnings matching regexes parameters matching : list of strings or compiled regexes regexes catch ?,for,Ensure matching warnings raised by code under test.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
256,"def get dn fqdn None val []LOG logging get Logger name try if fqdn is None fqdn socket getfqdn if ' ' in fqdn tups fqdn split ' ' if len tups > 2 val append ' %s' % ' ' join tups[ -2 ] else LOG warning ""allowed hostsvalueto'*' Itisasecurityrisk"" val append '*' else LOG warning ""allowed hostsvalueto'*' Itisasecurityrisk"" val append '*' except LOG warning ""allowed hostsvalueto'*' Itisasecurityrisk"" val append '*' return val",What does this function return ?,fqdn,"
It returns a list of allowed hosts for a url.",1,1,1,1,1,1,1,1,,,,,False
257,def as Response request return Memory Response 'HTTP/ 1 1' request code request code message request response Headers None None request response Body,Where did the response data store ?,on a request,Stored in Memory,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
258,def overload dummy *args **kwds raise Not Implemented Error u' Youshouldnotcallanoverloadedfunction Aseriesof@overload-decoratedfunctionsoutsideastubmoduleshouldalwaysbefollowedbyanimplementationthatisnot@overload-ed ',When do @overload raise ?,when called,@overload raises NotImplementedError,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
259,def make rotating equity info num assets first start frequency periods between starts asset lifetime return pd Data Frame {'symbol' [chr ord 'A' + i for i in range num assets ] 'start date' pd date range first start freq periods between starts * frequency periods num assets 'end date' pd date range first start + asset lifetime * frequency freq periods between starts * frequency periods num assets 'exchange' 'TEST' 'exchange full' 'TESTFULL'} index range num assets,In which direction are assets rotating constantly ?,in and out of existence,Constantly.,1,1,1,1,1,1,1,1,,,,,False
260,def task status update many context data dict results []model context['model']deferred context get 'defer commit' context['defer commit'] Truefor data in data dict['data'] results append get action 'task status update' context data if not deferred context pop 'defer commit' if not context get 'defer commit' model Session commit return {'results' results},When do many task statuses update ?,at once,Many task statuses update simultaneously.,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
261,def get column letter col idx if not 1 < col idx < 18278 raise Value Error ' Invalidcolumnindex{ 0 }' format col idx letters []while col idx > 0 col idx remainder divmod col idx 26 if remainder 0 remainder 26 col idx - 1letters append chr remainder + 64 return '' join reversed letters,What does the code convert into a column letter ?,a column number,A column number.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
262,def RATINGS BY NAME all ratings ALL RATINGS ratings choices []for rb in RATINGS BODIES values for r in rb ratings ratings choices append all ratings index r u'%s-%s' % rb name dehydrate rating r name return ratings choices,Does this concatenate two lazy translations in constants file ?,No,Yes.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
263,def bulk recover workers lbn profile 'default' ret {}if isinstance workers str workers workers split ' ' for worker in workers try ret[worker] worker recover worker lbn profile except Exception ret[worker] Falsereturn ret,Where does the code recover all the given workers ?,in the specific load balancer cli examples,The code recovers all given workers by setting each worker's LBN profile 'default' and returning a dictionary with the recovered workers.,2,2,2,2,2,2,2,2,,,,,False
264,def get datetime instant if instant is None return datetime utcnow elif isinstance instant integer types or isinstance instant float return datetime utcfromtimestamp instant elif isinstance instant time return datetime combine date today instant elif isinstance instant date and not isinstance instant datetime return datetime combine instant time return instant,When does the code get a datetime ?,"out of an "" instant """,Instant.,1,1,1,1,1,1,1,1,,,,,False
265,def extract zip source remove False fatal True tempdir tempfile mkdtemp zip file Safe Unzip source try if zip file is valid fatal zip file extract to dest tempdir except rm local tmp dir tempdir raiseif remove os remove source return tempdir,Does the code extract the zip file ?,Yes,Yes,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
266,@pytest mark django dbdef test data tp english tp Translation Project Factory project Project DB Factory source language english language Language DB Factory assert repr tp data '<TP Data %s>' % tp pootle path,Do you add a duplicate file extension ?,No,No.,3,3,3,3,3,3,3,3,,,,,False
267,def resource query name def make responder query func def responder queries return app response class json generator query func queries root 'results' expand is expand mimetype 'application/json' responder name 'query {0 }' format name return responderreturn make responder,For what purpose does the code decorate a function ?,to handle restful http queries for resources,To handle restful HTTP queries for resources,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
268,def ECDF values x np array values copy True x sort x shape np product x shape axis 0 n x shape[ 0 ]y np arange n + 1 0 / n return Step Function x y,By how much do the ecdf of an array return ?,code,"
By how much? The ECDF values of an array return the ratio of the number of elements less than or equal to a given value in the array to the total number of elements in the array.",3,3,3,3,3,3,3,3,,,,,False
269,def invalid email reason email address field if email address is None return ' Noneemailaddressfor%s ' % field if isinstance email address users User email address email address email if not isinstance email address basestring return ' Invalidemailaddresstypefor%s ' % field stripped address email address strip if not stripped address return ' Emptyemailaddressfor%s ' % field return None,Why is email invalid ?,why,Invalid email,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
270,def handle process exit code exit code if os WIFSIGNALED exit code exit code - os WTERMSIG exit code elif os WIFEXITED exit code exit code os WEXITSTATUS exit code else raise Runtime Error ' Unknownchildexitstatus ' return exit code,When should this be called only for each child process ?,ever,Ensuring running as root,1,1,1,1,1,1,1,1,,,,,False
271,def filename if not state raise Runtime Error 'noactiveinput 'return state filename,When being the file read ?,currently,File read,1,1,1,1,1,1,1,1,,,,,False
272,def get request kwargs timeout useragent return {'headers' {' User- Agent' useragent} 'cookies' cj 'timeout' timeout 'allow redirects' True},When do methods need to be called ?,every time we make a request,Methods,1,1,1,1,1,1,1,1,,,,,False
273,def batch flatten x x T reshape x x shape[ 0 ] T prod x shape // x shape[ 0 ] return x,Where is the first dimension conserved ?,a 2d tensor,The first dimension is conserved.,1,1,1,1,1,1,1,1,,,,,False
274,def merge dict 1 dict 2 for key val 2 in dict 2 items if val 2 is not None val 1 dict 1 get key if isinstance val 2 dict if val 1 is None val 1 {}if isinstance val 1 Alias val 1 val 1 val 2 elif isinstance val 1 tuple alias others val 1 others others copy merge others val 2 val 1 alias others else val 1 val 1 copy merge val 1 val 2 else val 1 val 2 dict 1 [key] val 1,Does the code merge the data from dict2 into the dict1 dictionary ?,Yes,"Yes, the code merges data from dict2 into dict1.",1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
275,def copy folders source destination if os path exists os path join 'dist' destination shutil rmtree os path join 'dist' destination shutil copytree os path join source os path join 'dist' destination,In which direction do files & folders copy ?,from source to destination,  Source to Destination,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
276,@click command u'watch' def watch import frappe buildfrappe init u'' frappe build watch True,When do js and css files watch ?,as and when they change,Files are watched.,2,2,2,2,1,1,1,1,2.0,2.0,2.0,2.0,True
277,def indefinite article word gender MALE if MASCULINE in gender return PLURAL in gender and 'unos' or 'un' return PLURAL in gender and 'unas' or 'una',For what purpose does the indefinite article return ?,for a given word,For pluralization,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
278,"@evalcontextfilterdef do xmlattr eval ctx d autospace True rv u'' join u'%s ""%s""' % escape key escape value for key value in d iteritems if value is not None and not isinstance value Undefined if autospace and rv rv u'' + rv if eval ctx autoescape rv Markup rv return rv",Does the code create an sgml / xml attribute string based on the items in a dict ?,Yes,"Yes, it creates an SGML/XML attribute string based on the items in a dict.",3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,True
279,def test nearmiss wrong version version 1000 nm 2 Near Miss version version random state RND SEED assert raises Value Error nm 2 fit sample X Y,When is an error raised ?,when the version is unknown,"""X differs.""",1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
280,def arbitrary module name func name args kwargs {} if module name startswith 'calibre plugins' from calibre customize ui import find pluginfind pluginmodule importlib import module module name func getattr module func name return func *args **kwargs,How be arbitrary functions run ?,in a parallel process,Decorator,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
281,def set flannel facts if unset facts if 'common' in facts if 'use flannel' not in facts['common'] use flannel Falsefacts['common']['use flannel'] use flannelreturn facts,When were they not were present ?,already,They were not present in the 'common' key of the facts dictionary.,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
282,def is library missing name path module name rsplit ' ' 1 try package import module path return not module has submodule package module except Import Error return is library missing path,Do library that failed to load fail to import ?,No,Yes,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
283,def never cache view func @wraps view func def wrapped view func request *args **kwargs response view func request *args **kwargs add never cache headers response return responsereturn wrapped view func,When will it be cached ?,never,Never,3,3,3,3,3,3,3,3,,,,,False
284,def get random text and whitespace length 10 return '' join random sample BLOG CHARACTERS length strip,How did letters generate ?,randomly,Random String.,3,3,3,3,1,1,1,1,3.0,3.0,3.0,3.0,True
285,def detect agent fill none False result dict platform dict name None version None suggested detectors []for info type in detectorshub detectors suggested detectors or detectorshub[info type] for detector in detectors try ret detector detect agent result except Exception as err ret Falseif ret if detector prefs and not detector suggested detectors suggested detectors detectorshub reorder By Prefs detectors detector prefs get info type detector suggested detectors suggested detectorsbreakif fill none attrs d {'name' None 'version' None}for key in 'os' 'browser' if key not in result result[key] attrs delse for k v in attrs d items result[k] vreturn result,Till when is key added to the result if name / version is not detected respective with value none ?,still,"The key is removed from the result if either the ""name"" or ""version"" attribute is not detected, and the value of those attributes is None.",1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
286,@register as tagdef blog recent posts limit 5 tag None username None category None blog posts Blog Post objects published select related u'user' title or slug lambda s Q title s Q slug s if tag is not None try tag Keyword objects get title or slug tag blog posts blog posts filter keywords keyword tag except Keyword Does Not Exist return []if category is not None try category Blog Category objects get title or slug category blog posts blog posts filter categories category except Blog Category Does Not Exist return []if username is not None try author User objects get username username blog posts blog posts filter user author except User Does Not Exist return []return list blog posts[ limit],When did blog posts publish ?,recently,Recently published,3,3,3,3,3,3,3,3,,,,,False
287,def precision score y true y pred labels None pos label 1 average 'binary' sample weight None p precision recall fscore support y true y pred labels labels pos label pos label average average warn for 'precision' sample weight sample weight return p,Where is tp the number of true positives ?,where,"Hence, tp",1,1,1,1,1,1,1,1,,,,,False
288,def avoid wrapping value return value replace u'' u'\xa 0 ',What were non - breaking spaces ?,normal spaces,Normal spaces,1,1,1,1,1,1,1,1,,,,,False
289,def send command console cmd '' console write cmd + '\r\n' time sleep 1 return read serial console,In which direction does the code send a command ?,down the channel,The code sends a command down the channel.,3,3,3,3,3,3,3,3,,,,,False
290,def clear html element text preserve None if not preserve p re compile '<[^>]*>' return p sub '' text if isinstance preserve basestring preserve [preserve]p My HTML Parser parse text preserve return p,Where do the html element clear ?,in text,Text.,3,3,3,3,3,3,3,3,,,,,False
291,def Get Feed Items client feed feed item service client Get Service ' Feed Item Service' 'v 201607 ' feed items []more pages Trueselector {'fields' [' Feed Item Id' ' Attribute Values' ' Scheduling'] 'predicates' [{'field' ' Status' 'operator' 'EQUALS' 'values' ['ENABLED']} {'field' ' Feed Id' 'operator' 'EQUALS' 'values' [feed['id']]}] 'paging' {'start Index' 0 'number Results' PAGE SIZE}}while more pages page feed item service get selector if 'entries' in page feed items extend page['entries'] selector['paging']['start Index'] + PAGE SIZ Emore pages selector['paging']['start Index'] < int page['total Num Entries'] return feed items,For what purpose does the feed items return ?,for a given feed,To store and retrieve data related to a particular feed.,2,2,2,2,2,2,2,2,,,,,False
292,def Shutdown DB if hasattr DB Client ' instance' DB Client Instance Shutdown,When do instance run ?,currently,Currently.,3,3,3,3,3,3,3,3,,,,,False
293,def python 2 unicode compatible klass if not six PY 3 klass unicode klass str klass str lambda self self unicode encode u'utf- 8 ' return klass,Where does a decorator define methods ?,under python 2,Decorators,1,1,1,1,1,1,1,1,,,,,False
