id,code,question,answer,prediction,accuracy,completeness,relevance,clarity,accuracy_initial,completeness_initial,relevance_initial,clarity_initial,accuracy_rescored,completeness_rescored,relevance_rescored,clarity_rescored,teacher_intervened
332,def check Recursive paths reporter warnings 0for source Path in iter Source Code paths warnings + check Path source Path reporter return warnings,How do all source files in c{paths } check ?,recursively,Checks recursively for source file warnings in c{paths}.,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
333,def get context first matching object context context lookups for key in context lookups context object context get key if context object return key context object return None None,What found in the context ?,the first object,The answer is a dictionary.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
334,def int 0 oo g1 g2 x eta get coeff exp g1 argument x omega get coeff exp g2 argument x def neg l return [ - x for x in l]a 1 neg g1 bm + list g2 an a2 list g2 aother + neg g1 bother b1 neg g1 an + list g2 bm b2 list g2 bother + neg g1 aother return meijerg a1 a2 b1 b2 omega / eta / eta,By how much do integral express to infinity using a g function ?,from zero,"
No change.",1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
335,def avail images kwargs None call None if call 'action' raise Salt Cloud System Exit ' Theavail imagesfunctionmustbecalledwith-for--function orwiththe--list-imagesoption' if not isinstance kwargs dict kwargs {}if 'owner' in kwargs owner kwargs['owner']else provider get configured provider owner config get cloud config value 'owner' provider opts default 'amazon' ret {}params {' Action' ' Describe Images' ' Owner' owner}images aws query params location get location provider get provider opts opts sigver '4 ' for image in images ret[image['image Id']] imagereturn ret,Where does the code return a dict of all available vm images ?,on the cloud provider,"
Cloud provider",1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
336,def run convert command args if not isinstance args list raise Type Error 'argsmustbealist' convert command get convert command if os path splitext os path basename convert command [0 ] 'magick' args insert 0 convert command args insert 1 'convert' else args insert 0 convert command execute command args shell sublime platform 'windows',How does imagemagick convert or magick command execute as appropriate ?,with the given args,Imagemagick converts or magick commands execute as appropriate using args passed in a list format.,1,1,2,2,3,3,3,3,1.0,1.0,2.0,2.0,True
337,def db del user username user get object User username username if user user delete,Does the code delete a user from database ?,Yes,"Yes, the code deletes a user from the database.",3,3,3,3,3,3,3,3,,,,,False
338,def check async paths options rootdir None LOGGER info ' Asynccodecheckingisenabled ' path queue Queue Queue result queue Queue Queue for num in range CPU COUNT worker Worker path queue result queue worker set Daemon True LOGGER info ' Startworker#%s' num + 1 worker start for path in paths path queue put path dict options options rootdir rootdir path queue join errors []while True try errors + result queue get False except Queue Empty breakreturn errors,How did the code give paths ?,asynchronously,"The code gave paths asynchronously through a queue listener, which created a list of messages that were taken from a list.",1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
339,def event request return Http Response status 204,For what purpose do the analytics call swallow ?,so that cms methods do nt spook and poor developers looking at console logs do nt get distracted :-),The purpose is to validate a response.,1,1,1,1,1,1,1,1,,,,,False
340,def detach db obj func @functools wraps func def decorator self *args **kwargs synthetic changed bool self get changed synthetic fields res func self *args **kwargs if synthetic changed self obj context session refresh self db obj self obj context session expunge self db obj return resreturn decorator,What do decorator detach from the session ?,db_obj,The decorator detaches the db_obj from the session.,3,3,3,3,3,3,3,3,,,,,False
341,def Get WSA Action Output operation attr operation output actionif attr is not None return attrtarget Namespace operation get Port Type get Target Namespace pt Name operation get Port Type namemsg Name operation output nameif not msg Name msg Name operation name + ' Response' if target Namespace endswith '/' return '%s%s/%s' % target Namespace pt Name msg Name return '%s/%s/%s' % target Namespace pt Name msg Name,Does the code find wsa ?,Yes,"Yes, finds WSA namespace.",3,3,3,3,3,3,3,3,,,,,False
342,def convert newlines sep 2 tabs fname in place True patt '\\s+' tmp dir None tmp prefix None regexp re compile patt fd temp name tempfile mkstemp prefix tmp prefix dir tmp dir fp os fdopen fd 'wt' for i line in enumerate open fname 'U' line line rstrip '\r\n' elems regexp split line fp write '%s\n' % ' DCTB ' join elems fp close if in place shutil move temp name fname return i + 1 None else return i + 1 temp name,When be files read ?,twice,Files are read twice.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
343,def post save site instance sender **kwargs Site Resources objects get or create site instance Site People objects get or create site instance,Where do the siteresources create save ?,on site,  Site Resources,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
344,def subscribe to thread user id feedback thread id subscriptions model user models User Subscriptions Model get user id strict False if not subscriptions model subscriptions model user models User Subscriptions Model id user id if feedback thread id not in subscriptions model feedback thread ids subscriptions model feedback thread ids append feedback thread id subscriptions model put,What does the code subscribe to a feedback thread ?,a user,Subscribe to a feedback thread: A user.,3,3,3,3,3,3,3,3,,,,,False
345,def filter values vals vlist None must False if not vlist return valsif isinstance vlist basestring vlist [vlist]res []for val in vlist if val in vals res append val if must if res return reselse raise Missing Value ' Requiredattributevaluemissing' else return res,Does values appear in vlist ?,No,Not present,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
346,@conf commands registerdef srloop pkts *args **kargs return sr loop sr pkts *args **kargs,When does the code print the answer ?,each time,Each time,3,3,3,3,3,3,3,3,,,,,False
347,def perm N k exact False if exact if k > N or N < 0 or k < 0 return 0val 1for i in xrange N - k + 1 N + 1 val * ireturn valelse k N asarray k asarray N cond k < N & N > 0 & k > 0 vals poch N - k + 1 k if isinstance vals np ndarray vals[ ~ cond ] 0elif not cond vals np float 64 0 return vals,How did n things take ?,at a time,Duplicates removed.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
348,def validate response response if response ok returncontent response contentstatus code response status codetry parsed content response json except Value Error message content if content else ' No Content' raise exceptions Plotly Request Error message status code content message ''if isinstance parsed content dict errors parsed content get 'errors' [] messages [error get 'message' for error in errors]message '\n' join [msg for msg in messages if msg] if not message message content if content else ' No Content' raise exceptions Plotly Request Error message status code content,What does the code raise ?,a helpful plotlyrequesterror,PlotlyRequestError,3,3,3,3,3,3,3,3,,,,,False
349,def drop buffer cache fd offset length global posix fadviseif posix fadvise is None posix fadvise load libc function 'posix fadvise 64 ' ret posix fadvise fd ctypes c uint 64 offset ctypes c uint 64 length 4 if ret 0 logging warning 'posix fadvise 64 % fd s % offset s % length s 4 ->% ret s' {'fd' fd 'offset' offset 'length' length 'ret' ret},For what purpose do buffer cache drop ?,for the given range of the given file,"
Buffer cache drops for performance optimization.",2,1,2,2,2,1,2,2,2.0,1.0,2.0,2.0,True
350,def invalid email reason email address field if email address is None return ' Noneemailaddressfor%s ' % field if isinstance email address users User email address email address email if not isinstance email address basestring return ' Invalidemailaddresstypefor%s ' % field stripped address email address strip if not stripped address return ' Emptyemailaddressfor%s ' % field return None,Why is email invalid ?,why,Invalid email,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
351,def release lock pass,When is acquiring a no - op ?,when there is no threading,No threading,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
352,def get category by name app name sa session app model context currenttry return sa session query app model Category filter by name name one except sqlalchemy orm exc No Result Found return None,Does the code get a category from the database via name ?,Yes,Yes,3,3,3,3,3,3,3,3,,,,,False
353,def paragraph return u'' join [sentence for i in range random randint 1 4 ],How did paragraph generate ?,randomly,Randomly generated,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
354,def test permission file import tempfilefrom conda common compat import text typewith tempfile Named Temporary File mode 'r' as f if not isinstance f name text type returnwith File Lock f name as lock path basename lock lock file path assert not exists join f name path,Why can lock be not created when ?,due to permission,Due to permission issue.,3,3,3,3,3,3,3,3,,,,,False
355,def compute diff existing expected diff {}for key in ['location' 'contact' 'chassis id'] if existing get key expected get key create diff diff valid str key existing get key expected get key for key in ['community'] if existing get key expected get key create diff diff valid dict key existing get key expected get key return diff,What does the code compute ?,the differences between the existing and the expected snmp config,Differences between existing and expected SNMP configs.,2,2,3,1,3,3,3,3,2.0,2.0,3.0,1.0,True
356,def filter traceback entry raw filename entry frame code raw co filenameis generated '<' in raw filename and '>' in raw filename if is generated return Falsep py path local entry path return p cutdir 1 and not p relto cutdir 2 and not p relto cutdir 3,How did code generate ?,dynamically,Code generates traceback entries from raw filenames by extracting the filename and generating a hash value based on the title and link.,1,1,1,1,1,1,1,1,,,,,False
357,def test progress affecting statusbar height fake statusbar progress widget expected height fake statusbar font Metrics height assert fake statusbar height expected height fake statusbar hbox add Widget progress widget progress widget show assert fake statusbar height expected height,When does the statusbar stay the same height ?,when progress is shown,Progress is shown.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
358,def write pot file potfile msgs pot lines msgs splitlines if os path exists potfile lines dropwhile len pot lines else lines [] found header read False False for line in pot lines if not found and not header read found Trueline line replace 'charset CHARSET' 'charset UTF- 8 ' if not line and not found header read Truelines append line msgs '\n' join lines with open potfile 'a' encoding 'utf- 8 ' as fp fp write msgs,What does the code write ?,the,The code writes a list of strings as lines into a file named 'potfile' using UTF-8 encoding.,2,2,2,2,2,2,2,2,,,,,False
359,def make staging area sr path staging path tempfile mkdtemp dir sr path return staging path,Where do we manipulate vhds temporarily ?,a place,  A temporary directory.,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
360,@block user agents@login required@process document pathdef select locale request document slug document locale doc get object or 404 Document locale document locale slug document slug return render request 'wiki/select locale html' {'document' doc},Where do the document translate to ?,a locale,Locale,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
361,def dump crl type crl bio new mem buf if type FILETYPE PEM ret lib PEM write bio X509 CRL bio crl crl elif type FILETYPE ASN 1 ret lib i2 d X509 CRL bio bio crl crl elif type FILETYPE TEXT ret lib X509 CRL print bio crl crl else raise Value Error 'typeargumentmustbe FILETYPE PEM FILETYPE ASN 1 or FILETYPE TEXT' assert ret 1 return bio to string bio,Does the code dump a certificate revocation list to a buffer ?,Yes,Yes,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
362,"def normalize Title title lang None is Unicode isinstance title unicode stitle title split ' ' articles Dicts linguistics articles Dicts For Lang lang if len stitle > 1 and stitle[ -1 ] lower in articles Dicts[is Unicode] sep ''if stitle[ -1 ][ -1 ] in ""'"" '-' sep ''if is Unicode format u'%s%s%s' joiner u' 'else format '%s%s%s' joiner ' 'title format % stitle[ -1 ] sep joiner join stitle[ -1 ] return title",Does it handle long imdb titles ?,No,It handles long IMDB titles.,1,1,1,1,1,1,1,1,,,,,False
363,def interact banner None readfunc None local None console Interactive Console local if readfunc is not None console raw input readfuncelse try import readlineexcept Import Error passconsole interact banner,How do the interactive python interpreter emulate ?,closely,Interactive console,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
364,def escapecss e s e object[e start e end]return u'' join [ u'\\%s' % str hex ord x [2 ] upper for x in s] e end,How do the css way encode current ?,with a backslash followed by a uppercase hex code point e,"In the CSS way, it encodes characters using a backslash and an uppercase hexadecimal code point ""E"".",2,2,2,2,2,2,2,2,,,,,False
365,def geometric mean prediction forward props presoftmax []for out in forward props assert isinstance out owner op T nnet Softmax assert len out owner inputs 1 presoftmax append out owner inputs[ 0 ] average reduce operator add presoftmax / float len presoftmax return T nnet softmax average,What does the code take ?,the geometric mean over all dropout masks of an mlp with softmax outputs,Inputs of the Softmax layer.,2,2,2,2,2,2,2,2,,,,,False
366,def test shorter than assert hug types shorter than 10 'hithere' 'hithere' assert hug types shorter than 10 1 '1 ' assert hug types shorter than 10 '' '' assert '10 ' in hug types shorter than 10 doc with pytest raises Value Error assert hug types shorter than 10 'thereisquiteabitoftexthere infactwaymorethanallowed',How does hugs shorter than type limit the values passed in ?,successfully,Limits values by length.,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
367,def cov 2 corr cov return std False cov np asanyarray cov std np sqrt np diag cov corr cov / np outer std std if return std return corr std else return corr,What do covariance matrix convert ?,to correlation matrix parameters cov : array_like,Correlation matrix,1,1,1,1,1,1,1,1,,,,,False
368,def storify f *requireds **defaults stor Storage for k in requireds + tuple f keys v f[k]if isinstance v list v v[ -1 ]if hasattr v 'value' v v valuesetattr stor k v for k v in defaults iteritems result vif hasattr stor k result stor[k]if v and not isinstance result tuple result result setattr stor k result return stor,Does the code create a storage object ?,Yes,"Yes, creates storage object for sysctl command with arg.",3,3,3,3,2,2,2,2,3.0,3.0,3.0,3.0,True
369,def get ec 2 creds module region ec 2 url boto params get aws connection info module return ec 2 url boto params['aws access key id'] boto params['aws secret access key'] region,When do old modules use ec2_connect method ?,yet,Old modules,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
370,def Escape Xcode Define s return re sub xcode define re '\\\\\\ 1 ' s,Does it split on spaces ?,No,No spaces.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
371,"def present name ret {'name' name 'result' True 'comment' '' 'changes' {}}vhost exists salt ['rabbitmq vhost exists'] name if vhost exists ret['comment'] "" Virtual Host'{ 0 }'alreadyexists "" format name return retif not opts ['test'] result salt ['rabbitmq add vhost'] name if ' Error' in result ret['result'] Falseret['comment'] result[' Error']return retelif ' Added' in result ret['comment'] result[' Added']ret['changes'] {'old' '' 'new' name}if opts ['test'] ret['result'] Noneret['comment'] "" Virtual Host'{ 0 }'willbecreated "" format name return ret",By how much do the rabbitmq exist ?,vhost,The rabbitmq vhost exists,1,1,1,1,1,1,1,1,,,,,False
372,def instance group get context group uuid return IMPL instance group get context group uuid,How d the code get a specific group ?,by i d,Specific Group,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
373,def sysv enabled name for match in glob glob '/etc/rc%s d/S*%s' % runlevel name if re match 'S\\d{ 2}%s' % name os path basename match return Truereturn False,"Where is the "" startup "" symlink to its script found ?",in /etc / init,Startup symlink to its script found in /etc/init,1,1,1,3,3,3,3,3,1.0,1.0,1.0,3.0,True
374,def extract auth sub token from url url scopes param prefix 'auth sub scopes' rsa key None if isinstance url str unicode url atom url parse url url if 'token' not in url params return Nonescopes []if scopes param prefix in url params scopes url params[scopes param prefix] split '' token value url params['token']if rsa key token Secure Auth Sub Token rsa key scopes scopes else token Auth Sub Token scopes scopes token set token string token value return token,In which direction does the token value and scopes set ?,from the url,Token value and scopes are set from the server's response.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
375,def send Output To output To text if output To endswith 'stderr' sys stderr write text sys stderr write '\n' sys stderr flush returnif output To endswith 'stdout' sys stdout write text sys stdout write '\n' sys stdout flush returnarchive write File Text output To text,What do output send ?,to a file or a standard output,Outputs to file or standard output,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
376,def get New Repository return Alteration Repository,Does the code get new repository ?,Yes,Yes,3,3,3,3,3,3,3,3,,,,,False
377,def coverage error y true y score sample weight None y true check array y true ensure 2d False y score check array y score ensure 2d False check consistent length y true y score sample weight y type type of target y true if y type 'multilabel-indicator' raise Value Error '{ 0 }formatisnotsupported' format y type if y true shape y score shape raise Value Error 'y trueandy scorehavedifferentshape' y score mask np ma masked array y score mask np logical not y true y min relevant y score mask min axis 1 reshape -1 1 coverage y score > y min relevant sum axis 1 coverage coverage filled 0 return np average coverage weights sample weight,In which direction do we go how far ?,through the ranked scores,To cover all true labels,1,1,1,1,1,1,1,1,,,,,False
378,def htmldecode text return entity sub decode entity text,Where do html entities decode ?,in the given text,Entities,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
379,def clear site cache sender **kwargs instance kwargs[u'instance']try del SITE CACHE[instance pk]except Key Error pass,When is a site saved ?,each time,Saving and deleting,1,1,1,1,1,1,1,1,,,,,False
380,def uses mandrill func @wraps func def wrapped func *args **kwargs kwargs['mail client'] get mandrill client return func *args **kwargs return wrapped func,In which direction does this decorator fill it with the mail_client for the mandrill account ?,in,"
inwards",1,1,1,1,1,1,1,1,,,,,False
381,def Cache Stats formatted results kinds and sizes dict kind['kind name'] kind['total bytes'] for kind in formatted results memcache set KINDS AND SIZES VAR kinds and sizes namespace MEMCACHE NAMESPACE,When did kind size values retrieve ?,last,last,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
382,"@pytest mark parametrize 'parallel' [ True False] def test read tab parallel read tab if parallel pytest xfail ' Multiprocessingcanfailwithquotedfields' text '1 DCTB 2 DCTB 3\na DCTB b DCTB \nc DCTB ""d\ne"" DCTB 'table read tab text parallel parallel assert equal table[' 1 '][ 0 ] 'a' assert equal table[' 2 '][ 0 ] 'b' assert table[' 3 '][ 0 ] is ma masked assert equal table[' 2 '][ 1 ] 'de' assert equal table[' 3 '][ 1 ] ''",Should the fast reader for tab - separated values strip whitespace ?,No,"No, it should not strip whitespace.",3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,True
383,def monomial div A B C monomial ldiv A B if all c > 0 for c in C return tuple C else return None,Do tuples represent monomials ?,Yes,Yes,3,3,3,3,3,3,3,3,,,,,False
384,def resolve func spec try idx spec rindex ' ' mname spec[ idx]fname spec[ idx + 1 ]module import module mname return getattr module fname except Value Error return globals [spec],How did a function specify ?,by module,Modules,1,1,1,1,1,1,1,1,,,,,False
385,@contextmanagerdef assert deallocated func *args **kwargs with gc state False obj func *args **kwargs ref weakref ref obj yield obj del objif ref is not None raise Reference Error ' Remainingreference s toobject',How can by reference counting be freed an object ?,directly,"
Reference counting.",2,2,2,2,1,1,1,1,2.0,2.0,2.0,2.0,True
386,def students require certificate course id enrolled students statuses to regenerate None if statuses to regenerate students require certificates enrolled students filter generatedcertificate course id course id generatedcertificate status in statuses to regenerate return list students require certificates else students already have certs User objects filter ~ Q generatedcertificate status Certificate Statuses unavailable generatedcertificate course id course id return list set enrolled students - set students already have certs,Where does to be generated need ?,where,certificates,1,1,1,1,1,1,1,1,,,,,False
387,def json dict bytes to unicode d encoding 'utf- 8 ' errors 'surrogate or strict' if isinstance d binary type return to text d encoding encoding errors errors elif isinstance d dict return dict map json dict bytes to unicode iteritems d repeat encoding repeat errors elif isinstance d list return list map json dict bytes to unicode d repeat encoding repeat errors elif isinstance d tuple return tuple map json dict bytes to unicode d repeat encoding repeat errors else return d,How do dict keys and values convert to byte str specialized for json return because this only handles ?,recursively,Dict keys and values convert to byte str specialized for json because it handles recursion. A unicode object represents a sequence of Unicode characters. A bytes string converts to unicode with Python source code.,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
388,def get Sides Minimum Three Based On Precision radius xml Element return max get Sides Based On Precision radius xml Element 3,What does the code get ?,the number of poygon sides,"The code gets the number of polygon sides, precision radius, and area radius.",2,2,2,2,2,2,2,2,,,,,False
389,def detect agent fill none False result dict platform dict name None version None suggested detectors []for info type in detectorshub detectors suggested detectors or detectorshub[info type] for detector in detectors try detector detect agent result except Exception as err passif fill none attrs d {'name' None 'version' None}for key in 'os' 'browser' if key not in result result[key] attrs delse for k v in attrs d items result[k] vreturn result,Till when is key added to the result if name / version is not detected respective with value none ?,still,Key is added to result until name and version are detected.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
390,def load class ctype class path ctypeparts class path split ' ' module ' ' join parts[ -1 ] try clss import module for comp in parts[ 1 ] clss getattr clss comp return clssexcept Value Error Import Error as err if len module 0 pkg sys modules['neon']prfx pkg name + ' ' for imptr nm in pkgutil iter modules pkg path prefix prfx mod importlib import module nm if hasattr mod ctype return getattr mod ctype raise err,How do a string take ?,with the neon module,A string can be used to specify a path for loading a class from a string path.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
391,def add message request level message extra tags '' fail silently False if hasattr request ' messages' return request messages add level message extra tags if hasattr request 'user' and request user is authenticated return request user message set create message message if not fail silently raise Message Failure ' Withoutthedjango contrib messagesmiddleware messagescanonlybeaddedtoauthenticatedusers ',How do a message add to the request ?,using the messages app,The code adds a message to the request at level ERROR.,1,1,1,1,1,1,1,1,,,,,False
392,def zero cluster if TRAFFICCTL cmd traffic ctl 'metric' 'clear' '--cluster' else cmd traffic line '-Z' log debug ' Running %s' cmd return subprocess cmd,By how much does the code reset performance statistics across the cluster ?,to zero,The code resets performance statistics to zero across the cluster.,3,3,3,3,3,3,3,3,,,,,False
393,def entry choices user page for entry in wizard pool get entries if entry user has add permission user page page yield entry id entry title,How can the current user use wizard entries ?,based,Access,1,1,1,1,1,1,1,1,,,,,False
394,def gf pow f n p K if not n return [K one]elif n 1 return felif n 2 return gf sqr f p K h [K one]while True if n & 1 h gf mul h f p K n - 1n >> 1if not n breakf gf sqr f p K return h,How do f**n compute ?,in gf(p)[x,Polynomial LCM computes the least common multiple of two polynomials.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
395,def iso 9660 path IMPLEMENTATIONS [ 'isoinfo' has isoinfo Iso 9660 Iso Info 'iso-read' has isoread Iso 9660 Iso Read 'mount' can mount Iso 9660 Mount ]for name check klass in IMPLEMENTATIONS if check logging debug ' Automaticallychosenclassforiso 9660 %s' name return klass path return None,How does class choose ?,accordingly,The class chooses an implementation based on the name provided in the question and returns the corresponding class object.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
396,@taskdef copy release files with cd '/home/vagrant/repos/sympy' run 'mkdir-p/vagrant/release' run 'cpdist/*/vagrant/release/',For what purpose does the code move the release files ?,to release/ locally,To create and deploy a release on a Vagrant box.,1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
397,def post save sender instance created **kwargs if created instance at first save,When does the code receive a signal ?,just after the object is saved,Just after save,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
398,def Connection server queue config path host port protocol server split ' ' if not protocol in 'st' raise Exception ' Unknownprotocol %s' % protocol c Tcp Connection server queue config path c start return c,What does the code make ?,asynchronous connections to a remote electrum server,A TcpConnection,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
399,def validating string param registry xml parent data pdef base param registry xml parent data True 'hudson plugins validating string parameter Validating String Parameter Definition' XML Sub Element pdef 'regex' text data['regex']XML Sub Element pdef 'failed Validation Message' text data['msg'],What does validating - string a validating string parameter require ?,the jenkins : jenkins - wiki : validating string plugin < validating+string+parameter+plugin >,A validating string parameter.,1,1,1,1,1,1,1,1,,,,,False
400,def nbsp x return x replace u'' u'\xa 0 ',By how much do space break ?,non,20%,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
401,def mkdirs path share 'C$' conn None host None username None password None if conn is None conn get conn host username password if conn is False return Falsecomps path split '/' pos 1for comp in comps cwd '\\' join comps[ 0 pos] try conn list Path share cwd except smb Session Error smb 3 Session Error as exc log debug ' Exception {0 }' format exc conn create Directory share cwd pos + 1,Where did a directory structure create recursively ?,on an smb share paths,SMB share paths.,3,3,3,3,3,3,3,3,,,,,False
402,def str find arr sub start 0 end None side 'left' if not isinstance sub compat string types msg 'expectedastringobject not{ 0 }'raise Type Error msg format type sub name if side 'left' method 'find'elif side 'right' method 'rfind'else raise Value Error ' Invalidside' if end is None f lambda x getattr x method sub start else f lambda x getattr x method sub start end return na map f arr dtype int,Where is the substring contained fully ?,where,Inside,1,1,1,1,1,1,1,1,,,,,False
403,def setupmethod f def wrapper func self *args **kwargs if self debug and self got first request raise Assertion Error ' Asetupfunctionwascalledafterthefirstrequestwashandled Thisusuallyindicatesabugintheapplicationwhereamodulewasnotimportedanddecoratorsorotherfunctionalitywascalledtoolate \n Tofixthismakesuretoimportallyourviewmodules databasemodelsandeverythingrelatedatacentralplacebeforetheapplicationstartsservingrequests ' return f self *args **kwargs return update wrapper wrapper func f,For what purpose does a method wrap ?,so that it performs a check in debug mode if the first request was already handled,Checks if first request was already handled,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,True
404,"def set Unjellyable For Class Tree module base Class prefix None if prefix is None prefix module name if prefix prefix '%s ' % prefix for name in dir module loaded getattr module name try yes issubclass loaded base Class except Type Error "" It'snotaclass ""else if yes set Unjellyable For Class '%s%s' % prefix name loaded",Where did the code set all classes as copiers for a corresponding remote class ?,in a module derived from c{baseclass },All classes as copiers for the remote class,1,1,1,1,1,1,1,1,,,,,False
405,def add resource manager extra kwargs hook f hook if not hasattr f 'resource manager kwargs hooks' f resource manager kwargs hooks []names [h name for h in f resource manager kwargs hooks]if hook name not in names f resource manager kwargs hooks append hook,For what purpose does the code add hook ?,to bind cli arguments to resourcemanager calls,To bind CLI arguments to resource manager calls,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
406,def num cpus ncpufuncs {' Linux' num cpus unix ' Darwin' num cpus darwin ' Windows' num cpus windows}ncpufunc ncpufuncs get platform system num cpus unix try ncpus max 1 int ncpufunc except ncpus 1return ncpus,By how much do the effective number of cpus in the system return as an integer ?,code,2x,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
407,def arm and takeoff a Target Altitude while not vehicle is armable print ' Waitingforvehicletoinitialise 'time sleep 1 while vehicle mode name 'GUIDED' vehicle mode Vehicle Mode 'GUIDED' time sleep 0 1 while not vehicle armed vehicle armed Trueprint ' Waitingforarming 'time sleep 1 print ' Takingoff 'vehicle simple takeoff a Target Altitude while True required Alt a Target Altitude * 0 95 if vehicle location global relative frame alt > required Alt print ' Reachedtargetaltitudeof~%f' % a Target Altitude breakprint ' Altitude %f<%f' % vehicle location global relative frame alt required Alt time sleep 1,In which direction do arms fly ?,to atargetaltitude,Up,1,1,1,1,1,1,1,1,,,,,False
408,def Step data None x None y None **kws kws['x'] xkws['y'] yreturn create and build Step Builder data **kws,How does the code create a step chart ?,using : class : stepbuilder < bokeh,Builds a Step Chart,2,2,2,2,1,1,1,1,2.0,2.0,2.0,2.0,True
409,"@pytest mark parametrize 'parallel' [ True False] def test quoted empty values parallel read basic if parallel pytest xfail ' Multiprocessingcanfailwithquotedfields' text 'abc\n 12 ""\n""'table read basic text parallel parallel assert table['c'][ 0 ] is ma masked",How should the code quoted empty values spanning multiple lines be treated ?,correctly,"Hence, correctly.",3,3,3,3,3,3,3,3,,,,,False
410,def rewrite links input html callback **kwargs return lxml rewrite links u'<div>%s</div>' % input html callback **kwargs,When being extra html markup produced ?,when there s no root tag present in the input html,"
Root tag.",1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
411,def floyd warshall predecessor and distance G weight 'weight' from collections import defaultdictdist defaultdict lambda defaultdict lambda float 'inf' for u in G dist[u][u] 0pred defaultdict dict undirected not G is directed for u v d in G edges data True e weight d get weight 1 0 dist[u][v] min e weight dist[u][v] pred[u][v] uif undirected dist[v][u] min e weight dist[v][u] pred[v][u] vfor w in G for u in G for v in G if dist[u][v] > dist[u][w] + dist[w][v] dist[u][v] dist[u][w] + dist[w][v] pred[u][v] pred[w][v]return dict pred dict dist,How does the code find all - pairs shortest path lengths ?,using floyds algorithm,Floyd Warshall algorithm,1,1,3,1,3,3,3,3,1.0,1.0,3.0,1.0,True
412,def report issues output flaky tests jira keys frozenset union * flaky jira keys for flaky in flaky tests for jira key in sorted jira keys output write '{}\n' format jira key,For what purpose do all issues print ?,for flaky tests,Printing all issues found in the given suites for reporting purposes.,2,2,2,2,2,2,2,2,,,,,False
413,def setup platform hass config add devices discovery info None from blinkstick import blinkstickname config get CONF NAME serial config get CONF SERIAL stick blinkstick find by serial serial add devices [ Blink Stick Light stick name ],How did the code add device specify ?,by serial number,The code specified a device by serial number and added it to BlinkStick Light using the `blinkstickname` library.,1,1,3,1,3,3,3,3,1.0,1.0,3.0,1.0,True
414,def new Instance cls state instance create Blank cls def default Setter state instance dict statesetter getattr instance ' setstate ' default Setter setter state return instance,Does the code make a new instance of a class without calling its _ _ init _ _ method ?,Yes,"Yes, it creates a new instance of a class without calling its __init__ method.",1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
