id,code,question,answer,prediction,accuracy,completeness,relevance,clarity,accuracy_initial,completeness_initial,relevance_initial,clarity_initial,accuracy_rescored,completeness_rescored,relevance_rescored,clarity_rescored,teacher_intervened
434,def reversed lower upper bounded changelog repo excluded lower bounds changeset revision included upper bounds changeset revision if excluded lower bounds changeset revision INITIAL CHANGELOG HASH appending started Trueelse appending started Falsereversed changelog []for changeset in repo changelog changeset hash str repo changectx changeset if appending started reversed changelog insert 0 changeset if changeset hash excluded lower bounds changeset revision and not appending started appending started Trueif changeset hash included upper bounds changeset revision breakreturn reversed changelog,When do a reversed list of changesets in the repository changelog return ?,after the excluded_lower_bounds_changeset_revision,Reversed list of changesets returned after excluded lower bounds changeset revision.,3,3,3,3,3,3,3,3,,,,,False
435,def unicode safe truncate s max length if not isinstance s unicode s str s decode 'utf- 8 ' 'ignore' return s rstrip [ max length],Where do whitespace trim ?,for a given input string,Trims whitespace,1,1,1,1,1,1,1,1,,,,,False
436,@np deprecate message 'mstats betaiisdeprecatedinscipy 0 17 0 usespecial betaincinstead ' def betai a b x return betai a b x,Where is betai deprecated ?,in scipy 0,Deprecated in scipy 0.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
437,def push session document session id None url 'default' app path '/' io loop None coords Session Coordinates dict session id session id url url app path app path session Client Session session id coords session id websocket url coords websocket url io loop io loop session push document return session,How does the code create a session ?,by pushing the given document to the server,  A client-side session.,1,1,1,1,1,1,1,1,,,,,False
438,def get Transferred Paths insides loop transferred Paths []for inside Index in xrange len insides - 1 -1 -1 inside insides[inside Index]if is Path Inside Loop loop inside transferred Paths append inside del insides[inside Index]return transferred Paths,In which direction did paths transfer ?,from inside paths,Inside,1,1,1,1,1,1,1,1,,,,,False
439,def find autosummary in files filenames documented []for filename in filenames f open filename 'r' lines f read splitlines documented extend find autosummary in lines lines filename filename f close return documented,Where are what items documented ?,in source/ *,Autosummary in files,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
440,"def send pm if empty stream sender stream stream name realm if sender realm is zephyr mirror realm or sender realm deactivated returnif not sender is bot or sender bot owner is None returnif sender realm realm returnif stream is not None num subscribers stream num subscribers if num subscribers > 0 returnlast reminder sender last reminderwaitperiod datetime timedelta minutes User Profile BOT OWNER STREAM ALERT WAITPERIOD if last reminder and timezone now - last reminder < waitperiod returnif stream is None error msg 'thatstreamdoesnotyetexist Tocreateit 'else error msg 'therearenosubscriberstothatstream Tojoinit 'content "" Hithere Wethoughtyou'dliketoknowthatyourbot**%s**justtriedtosendamessagetostream`%s` but%sclickthegearintheleft-sidestreamlist "" % sender full name stream name error msg message internal prep message realm settings NOTIFICATION BOT 'private' sender bot owner email '' content do send messages [message] sender last reminder timezone now sender save update fields ['last reminder']",Do a stream have no subscribers ?,No,"No, a stream does not have any subscribers.",2,2,2,2,2,2,2,2,,,,,False
441,def call fun **kwargs args kwargs get 'args' [] dirs kwargs get 'dirs' [] funcs Lazy Loader [os path join SALT BASE PATH 'modules' ] + dirs None tag 'modules' virtual enable False return funcs[fun] *args,How do a function call inside a loader directory ?,directly,Function call inside a loader directory.,1,1,1,1,1,1,1,1,,,,,False
442,def Get Sitelinks From Feed client feed feed mappings Get Feed Mapping client feed PLACEHOLDER TYPE SITELINKS feed items {}for feed item in Get Feed Items client feed site link from feed {}for attribute value in feed item['attribute Values'] if attribute value['feed Attribute Id'] in feed mappings for field id in feed mappings[attribute value['feed Attribute Id']] if field id SITE LINK FIELDS['TEXT'] site link from feed['text'] attribute value['string Value']elif field id SITE LINK FIELDS['URL'] site link from feed['url'] attribute value['string Value']elif field id SITE LINK FIELDS['FINAL URLS'] site link from feed['final Urls'] attribute value['string Values']elif field id SITE LINK FIELDS['FINAL MOBILE URLS'] site link from feed['final Mobile Urls'] attribute value['string Values']elif field id SITE LINK FIELDS['TRACKING URL TEMPLATE'] site link from feed['tracking Url Template'] attribute value['string Value']elif field id SITE LINK FIELDS['LINE 2 '] site link from feed['line 2 '] attribute value['string Value']elif field id SITE LINK FIELDS['LINE 3 '] site link from feed['line 3 '] attribute value['string Value']else print ' Noapplicable Site Link Fieldfoundfor Id %s' % field id if 'scheduling' in feed item site link from feed['scheduling'] feed item['scheduling']feed items[feed item['feed Item Id']] site link from feedreturn feed items,What does the code get from a feed ?,the sitelinks,Sitelinks,2,2,3,1,3,3,3,3,2.0,2.0,3.0,1.0,True
443,def get data user data {}params {'xml' 1}try request requests get API URL format user params params headers headers request raise for status except requests exceptions HTTP Error requests exceptions Connection Error as e raise Steam Error ' Couldnotgetuserinfo {}' format e profile etree fromstring request content parser parser try data['name'] profile find 'steam ID' textdata['id 64 '] int profile find 'steam ID 64 ' text online state profile find 'state Message' textexcept Attribute Error raise Steam Error ' Couldnotgetdataforthisuser ' online state online state replace '<br/>' ' ' data['state'] formatting strip html online state data['id 32 '] convert id 32 data['id 64 '] data['id 3'] convert id 3 data['id 64 '] return data,What does the code return ?,a dict of data about that user,It returns a dict of data about the user.,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
444,@decoratordef close open connections fn *args **kw try fn *args **kw finally testing reaper close all,When does decorator close all connections ?,after fn execution,After fn execution,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
445,def dup rr trivial gcd f g K if not f or g return [] [] [] elif not f if K is nonnegative dup LC g K return g [] [K one] else return dup neg g K [] [ - K one ] elif not g if K is nonnegative dup LC f K return f [K one] [] else return dup neg f K [ - K one ] [] return None,Where do trivial cases in gcd algorithm handle ?,over a ring,Trivial cases in gcd algorithm are handled in over a ring.,3,3,3,3,3,3,3,3,,,,,False
446,def get From Object Or XML Element xml Element xml Element Matrix Noneif xml Element object None xml Element Matrix xml Element object matrix 4 X 4 else xml Element Matrix Matrix return xml Element Matrix get From XML Element 'matrix ' xml Element,In which direction does the code get matrix if it exists ?,from the object,To matrix,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
447,def read tasks session skipped 0for toppath in session paths session ask resume toppath task factory Import Task Factory toppath session for t in task factory tasks yield t skipped + task factory skippedif not task factory imported log warning u' Nofilesimportedfrom{ 0 }' displayable path toppath if skipped log info u' Skipped{ 0 }paths ' skipped,Where did all the albums find ?,in the user - specified list of paths,All the albums found in the user-specified list of paths.,3,3,3,3,3,3,3,3,,,,,False
448,def notify about host update context event suffix host payload host identifier host payload get 'host name' if not host identifier LOG warning LW ' Nohostnamespecifiedforthenotificationof Host API %sanditwillbeignored' event suffix returnnotifier rpc get notifier service 'api' host host identifier notifier info context ' Host API %s' % event suffix host payload,What does the code send ?,a notification about host update,Notify,1,1,1,1,1,1,1,1,,,,,False
449,def ancestors to call klass node method ' init ' to call {}for base node in klass node ancestors recurs False try to call[base node] next base node igetattr method except astroid Inference Error continuereturn to call,Where are keys are the list of base classes providing the queried method ?,a dictionary,Base classes.,1,1,1,1,1,1,1,1,,,,,False
450,def get dhcp opts context network ref fixedips gateway network ref['gateway']if network ref['multi host'] and not network ref['share address'] or CONF share dhcp address gateway network ref['dhcp server']hosts []if CONF use single default gateway for fixedip in fixedips if fixedip allocated vif id fixedip virtual interface idif fixedip default route hosts append host dhcp opts vif id gateway else hosts append host dhcp opts vif id else hosts append host dhcp opts None gateway return '\n' join hosts,Does the code get networks hosts config in dhcp - opts format ?,Yes,"Yes, it gets networks hosts config in DHCP options format.",2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
451,def print Pre Order root if root is None returnprint root dataprint Pre Order root left print Pre Order root right,How does the tree print ?,in preorder,  Pre-order traversal,3,3,3,3,3,3,3,3,,,,,False
452,def parse mf results mf py files []extensions []for item in mf flatten if item identifier ' main ' continuesrc item filenameif src and src '-' if isinstance item Script py files append item elif isinstance item Extension extensions append item else py files append item py files sort key lambda v v filename extensions sort key lambda v v filename return py files extensions,What do the first one contain ?,the python files in the graph,Python files,1,1,1,1,1,1,1,1,,,,,False
453,@memoizeddef get Coords x y w h pagesize ax ay pagesizeif x < 0 x ax + x if y < 0 y ay + y if w is not None and h is not None if w < 0 w ax - x + w if h < 0 h ay - y + h return x ay - y - h w h return x ay - y,Who uses the upper left corner of the document as the 0 ?,i,Upper left corner,1,1,1,1,1,1,1,1,,,,,False
454,def update in d keys func default None factory dict assert len keys > 0 k ks keys[ 0 ] keys[ 1 ] if ks return assoc d k update in d[k] if k in d else factory ks func default factory factory else innermost func d[k] if k in d else func default return assoc d k innermost factory,For what purpose do the location of the value to be changed in d func - function give ?,to operate on that value if keys = = [ k0,Key location in dictionary,1,1,1,1,1,1,1,1,,,,,False
455,def dict pprinter factory start end basetype None def inner obj p cycle typ type obj if basetype is not None and typ is not basetype and typ repr basetype repr return p text typ repr obj if cycle return p text '{ }' p begin group 1 start keys obj keys if not p max seq length and len obj > p max seq length try keys sorted keys except Exception passfor idx key in p enumerate keys if idx p text ' ' p breakable p pretty key p text ' ' p pretty obj[key] p end group 1 end return inner,Does factory return a pprint function used by the default pprint of dicts and dict proxies ?,Yes,"Yes, factory returns a pprint function used by the default pprint of dicts and dict proxies.",3,3,3,3,3,3,3,3,,,,,False
456,def Set Label *labels def Decorator f function labels getattr f 'labels' set f labels function labels union set labels return freturn Decorator,What can we run with different types ?,tests,Tests.,1,1,1,1,1,1,1,1,,,,,False
457,def path to cache dir path d p os path splitdrive os path abspath path if d d d replace ' ' '---' p p replace os sep '--' return d + p + ' cache',For what purpose does the code convert an absolute path to a directory name ?,for use in a cache,Cache directory name.,3,3,3,3,3,3,3,3,,,,,False
458,def S nw panel xw weights groupidx nlags len weights - 1 S weights[ 0 ] * np dot xw T xw for lag in range 1 nlags + 1 xw 0 xwlag lagged groups xw lag groupidx s np dot xw 0 T xwlag S + weights[lag] * s + s T return S,What did no denominator nobs use ?,no reference for this,Denominator,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
459,def load opts from mrjob confs runner alias conf paths None if conf paths is None return load opts from mrjob conf runner alias else already loaded []results []for path in reversed conf paths results load opts from mrjob conf runner alias path already loaded already loaded + results return results,For what purpose do a list of dictionaries representing the options in a given list of mrjob config files load ?,for a specific runner,A list of dictionaries representing the options in a given list of mrjob config files is loaded for the purpose of specifying runner-specific configurations for an MR job.,3,3,3,3,3,3,3,3,,,,,False
460,def Report Event app Name event ID event Category 0 event Type win 32 evtlog EVENTLOG ERROR TYPE strings None data None sid None h App Log win 32 evtlog Register Event Source None app Name win 32 evtlog Report Event h App Log event Type event Category event ID sid strings data win 32 evtlog Deregister Event Source h App Log,When did event source add ?,previously,"
""Event source added previously.""",3,3,3,3,3,3,3,3,,,,,False
461,def private fn fn private Truereturn fn,Where does the code not expose method ?,in public api,Yes,1,1,1,1,1,1,1,1,,,,,False
462,def tax subtract price tax percentage 21 if price is None return Noneresult price / 100 + tax percentage / D 100 return result quantize D '0 01 ' ROUND HALF UP,Does the code subtract the given tax_percentage from the given price ?,Yes,Yes.,3,3,3,3,3,3,3,3,,,,,False
463,def Str *strs if len strs 1 return Str 1 strs[ 0 ] else result Alt *tuple map Str 1 strs result str ' Str %s ' % ' ' join map repr strs return result,Str(s ) is an re which matches the literal string which organization ?,|s|,A regular expression,1,1,1,1,1,1,1,1,,,,,False
464,def check server host port path info '/' timeout 3 retries 30 if retries < 0 return 0conn http client HTTP Connection host port timeout timeout time sleep 0 3 for i in range retries try conn request 'GET' path info res conn getresponse return res statusexcept socket error http client HTTP Exception time sleep 0 3 return 0,Till when does the code perform a request ?,until the server reply,"
Till server reply.",3,3,3,3,3,3,3,3,,,,,False
465,def set emulated double number double np array [number 0] dtype np float 32 double[ 1 ] number - double[ 0 ] return double,How does the code emulate a double ?,using two numbers of type float32,Emulates a double by using two numbers of type float32.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
466,def choose lines source number seed None generator random if seed is not None generator seed seed sources source split '\n' return [generator choice sources for n in range number ],How did number lines choose from the source ?,randomly,Randomly.,3,3,3,3,3,3,3,3,,,,,False
467,def get memcached hosts if not memcache return Nonecache info settings CACHES[DEFAULT FORWARD CACHE ALIAS]backend cache info[u'BACKEND']locations cache info get u'LOCATION' [] if not backend startswith u'django core cache backends memcached' or not locations return []if not isinstance locations list locations [locations]return locations,When did the hosts configure for memcached ?,currently,Currently,3,3,3,3,3,3,3,3,,,,,False
468,def set change name date set account policy name 'using Expiration Date 1expiration Date GMT {0 }' format date return get change name date,When does the password expire ?,the date,1 month,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
469,def image send notification bytes written expected size image meta request notifier try context request contextpayload {'bytes sent' bytes written 'image id' image meta['id'] 'owner id' image meta['owner'] 'receiver tenant id' context tenant 'receiver user id' context user 'destination ip' request remote addr}if bytes written expected size notify notifier errorelse notify notifier infonotify 'image send' payload except Exception as err msg LE ' Anerroroccurredduringimage sendnotification % err s' % {'err' err} LOG error msg,Does the code send an image ?,Yes,"Yes, it sends an image",3,3,3,3,3,3,3,3,,,,,False
470,@jitdef sample without replacement n k num trials None random state None if n < 0 raise Value Error 'nmustbegreaterthan 0 ' if k > n raise Value Error 'kmustbesmallerthanorequalton' m 1 if num trials is None else num trials random state check random state random state r random state random sample size m k result np empty m k dtype int pool np empty n dtype int for i in range m for j in range n pool[j] jfor j in range k idx int np floor r[ i j ] * n - j result[ i j ] pool[idx]pool[idx] pool[ n - j - 1 ]if num trials is None return result[ 0 ]else return result,How do k integers choose without replacement from 0 ?,randomly,"
Random sample of k integers without replacement from 0.",1,1,1,1,2,2,2,2,1.0,1.0,1.0,1.0,True
471,def flush logs buffer flush,When are lines buffered ?,currently,Currently buffered,1,1,1,2,3,3,3,3,1.0,1.0,1.0,2.0,True
472,def execute 3 *args **kargs cmd args[ 1 -3 ] if args[ 0 ] 'raidcom' else args result EXECUTE TABLE 3 get cmd CMD SUCCEED if cmd 'pairevtwait' '-d' CONFIG MAP['serial'] 1 '-nowaits' '-IM%s' % INST NUMS[ 1 ] EXECUTE TABLE 3 update { 'pairevtwait' '-d' CONFIG MAP['serial'] 1 '-nowaits' '-IM%s' % INST NUMS[ 1 ] vsp horcm PSUE STDOUT STDERR } return result,When do pairevtwaits dummy return value change ?,after it is called,Dummy value changes after execution.,2,2,2,2,2,2,2,2,,,,,False
473,def inputhook wx 3 try app wx Get App if app is not None assert wx Thread Is Main if not callable signal getsignal signal SIGINT signal signal signal SIGINT signal default int handler evtloop wx Event Loop ea wx Event Loop Activator evtloop t clock while not stdin ready while evtloop Pending t clock evtloop Dispatch app Process Idle used time clock - t if used time > 10 0 time sleep 1 0 elif used time > 0 1 time sleep 0 05 else time sleep 0 001 del eaexcept Keyboard Interrupt passreturn 0,Does the code run the wx event loop by processing pending events only ?,Yes,Yes,3,3,3,3,3,3,3,3,,,,,False
474,def contains softmax f apps f maker fgraph apply nodesfor app in apps if isinstance app op T nnet Softmax return Truereturn False,Does f contain a t ?,Yes,Yes,1,1,1,1,3,3,3,3,1.0,1.0,1.0,1.0,True
475,def get declarative base name 'base' base class object bases not isinstance base class tuple and base class or base class class dict {' init ' kwarg init constructor ' validate required' validate required ' pre publish ' pre publish validator ' declarative artifact type' True 'update' update}return Artifact Type Metaclass name bases class dict,For what purpose should a base class be inherited ?,to construct artifact type object using the declarative syntax of attribute definition,Inheriting a base class allows for constructing artifact type objects using the declarative syntax of attribute definition and produces a declarative automap base with method names starting with prefix in dict with a value of 1.,2,2,3,2,3,3,3,3,2.0,2.0,3.0,2.0,True
476,def expand powers factors new factors []for factor in factors args if isinstance factor Pow and isinstance factor args[ 1 ] Integer and factor args[ 1 ] > 0 for n in range factor args[ 1 ] new factors append factor args[ 0 ] else new factors append factor return new factors,For what purpose do a power expression expand to a multiplication expression ?,so that that the expression can be handled by the normal ordering functions,Expands to handle normal ordering functions.,3,3,3,3,3,3,3,3,,,,,False
477,def csrf response exempt view func warnings warn 'csrf response exemptisdeprecated Itnolongerperformsafunction andcallstoitcanberemoved ' Deprecation Warning return view func,For what purpose does a view function modify ?,so that its response is exempt from the post - processing of the csrf middleware,A view function modifies the csrf token in its response.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
478,@csrf protectdef password reset request response format 'html' if request POST form Password Reset Form request POST if form is valid form save return Http Response Redirect reverse 'password reset done' else form Password Reset Form return render to response 'core/password reset form' {'form' form} context instance Request Context request response format response format,Who sends the email with the new password ?,password_reset,The email is sent by a password reset organization.,1,1,1,1,1,1,1,1,,,,,False
479,def service start name cmd 'start' + name out err DETAILS['server'] sendline cmd return parse out,"Where does the code start a "" service "" ?",on the ssh server,On the ssh server,1,1,1,3,3,3,3,3,1.0,1.0,1.0,3.0,True
480,def get Geometry Output By Arguments arguments element Node evaluate set Attributes By Arguments ['radius' 'start' 'end'] arguments element Node return get Geometry Output None element Node,How does the code get vector3 vertexes from attribute dictionary ?,by arguments,Get vertexes,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
481,def one click unsubscribe link user profile endpoint token unsubscribe token user profile resource path 'accounts/unsubscribe/%s/%s' % endpoint token return '%s/%s' % user profile realm uri rstrip '/' resource path,For what purpose can a logged - out user visit a unique link ?,to unsubscribe from zulip e - mails without having to first log in,To unsubscribe from Zulip emails without logging in.,3,3,3,3,3,3,3,3,,,,,False
482,def sanitize prefix function @functools wraps function def wrapper *args **kwargs args list args offset 1if 'prefix' in kwargs kwargs['prefix'] name or value kwargs['prefix'] elif len args - 1 > offset args[offset] name or value args[offset] offset + 1if 'key' in kwargs kwargs['key'] name or value kwargs['key'] elif len args - 1 > offset args[offset] name or value args[offset] return function *tuple args **kwargs return wrapper,In which direction do the prefix pass ?,in,Both.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
483,def missing version field data relation reference value field data relation['field']version field app config['VERSION']collection data relation['resource']query {}query[value field] reference[value field]query[version field] {'$exists' False}return app data find one collection None **query,Does it have a _ version field ?,No,No.,3,3,3,3,3,3,3,3,,,,,False
484,@core helper@maintain deprecated 'h get facet titleisdeprecatedin 2 0andwillberemoved ' def get facet title name config title config get 'search facets %s title' % name if config title return config titlefacet titles {'organization' ' Organizations' 'groups' ' Groups' 'tags' ' Tags' 'res format' ' Formats' 'license' ' Licenses' }return facet titles get name name capitalize,Where did the code deprecate ?,in ckan 2,Deprecated in CKAN 2.0 and will be removed,3,3,3,3,3,3,3,3,,,,,False
485,def validate permissions for doctype doctype for remove False doctype frappe get doc u' Doc Type' doctype if frappe conf developer mode and not frappe flags in test doctype save else validate permissions doctype for remove for perm in doctype get u'permissions' perm db update,How are permissions set ?,correctly,"
Validating permissions for deleting a document.",1,1,1,1,1,1,1,1,,,,,False
486,def get resource ignore params params ignore params []for param in params result jmespath compile param target current result parsedwhile current['children'] current current['children'][ 0 ]if current['type'] 'field' ignore params append current['value'] return ignore params,Does a list need to be included in a resources method call for documentation purposes ?,No,"No, a list is not required for documentation purposes in a resource method call.",3,3,3,3,3,3,3,3,,,,,False
487,@set databasedef bulk insert items **kwargs if items db kwargs get 'db' items map parse model data items if db with db atomic for idx in range 0 len items 500 Item insert many items[idx idx + 500 ] execute,When do many rows insert into the database ?,at once,Many rows insert at once,3,3,3,3,3,3,3,3,,,,,False
488,def expanded eq want to expand expander For Parser to expand expander expand fors eq want expander to unicode,Where do the fors expand ?,in to_expand,Fors expand fors,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
489,@pytest mark parametrize 'key modifiers text filtered' [ Qt Key A Qt No Modifier 'a' True Qt Key Up Qt No Modifier '' False Qt Key A Qt Shift Modifier 'A' True Qt Key A Qt Shift Modifier Qt Control Modifier 'x' False ] def test non alphanumeric key modifiers text filtered fake keyevent factory modeman evt fake keyevent factory key key modifiers modifiers text text assert modeman event Filter evt filtered,In which direction are non - alphanumeric keys passed correctly ?,through,Correctly: Non-alphanumeric keys are passed through the Qt event system using a fake key event factory.,3,3,3,3,3,3,3,3,,,,,False
490,@njitdef repeat 1d x K out N x shape[ 0 ]L out shape[ 0 ] // K * N for n in range N val x[n]for k in range K for l in range L ind k * N * L + n * L + l out[ind] val,In which direction is each element of x repeated ?,out,"
Each element of x repeats in the direction of the matrix out.",3,3,3,3,3,3,3,3,,,,,False
491,def mean lon of perigee jd T jd - jd 1950 / 36525 0 p 0 012 1 65 6190 67 1015489 951 return np polyval p T / 3600 0,Where does the code compute the mean longitude of perigee of the earths orbit ?,at the requested julian date,The mean longitude of perigee of the Earth's orbit is computed at the requested Julian date.,3,3,3,3,3,3,3,3,,,,,False
492,def getenforce try enforce os path join selinux fs path 'enforce' with salt utils fopen enforce 'r' as fp if fp readline strip '0 ' return ' Permissive'else return ' Enforcing'except IO Error OS Error Attribute Error return ' Disabled',What is running in cli example ?,the mode selinux,Selinux,1,1,1,1,1,1,1,1,,,,,False
493,"def start http server listen port verify environment logging info ""HTT Pserverisstarting port {} test-UUID '{}'"" format listen port os environ[TEST UUID VARNAME] test server Threading Simple Server '' listen port Test HTTP Request Handler def sigterm handler signo stack frame test server server close logging info 'HTT Pserveristerminating' sys exit 0 signal signal signal SIGTERM sigterm handler signal signal signal SIGINT sigterm handler test server serve forever",How are signals handled ?,properly,"The code sets up a signal handler for SIGTERM and SIGINT signals, which are handled properly to close the server gracefully.",1,1,3,1,3,3,3,3,1.0,1.0,3.0,1.0,True
494,def compute ukbench score src imlist nbr images len imlist pos zeros nbr images 4 for i in range nbr images pos[i] [ w[ 1 ] - 1 for w in src query imlist[i] [ 4]]score array [ pos[i] // 4 i // 4 for i in range nbr images ] * 1 0 return sum score / nbr images,Where does the average number of correct images return ?,on the top four results of queries,The code returns the average number of correct images on the top four results of queries.,3,3,3,3,3,3,3,3,,,,,False
495,@register filter u'phone 2 numeric' is safe True def phone 2 numeric filter value return phone 2 numeric value,In which direction does the code convert it to its numerical equivalent ?,in,The code converts a phone number to its numerical equivalent by using the `phone2numeric` filter.,2,2,2,2,2,2,2,2,,,,,False
496,def servicegroup server delete sg name s name s port **connection args ret Trueserver servicegroup get server sg name s name s port **connection args if server is None return Falsenitro connect **connection args if nitro is None return Falsesgsb NS Service Group Server Binding sgsb set servicegroupname sg name sgsb set servername s name sgsb set port s port try NS Service Group Server Binding delete nitro sgsb except NS Nitro Error as error log debug 'netscalermoduleerror-NS Service Group Server Binding failed {0 }' format error ret False disconnect nitro return ret,In which direction does the code remove a server from ?,a servicegroup cli example,Server from,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
497,def save state state try with open config['statefile'] as filename 'w' as f pickle dump state f except IO Error as exc log error u'statefilecouldnotbewritten {0 }' format exc,How does the code write the state dictionary out ?,to disk,Writes to disk,3,3,3,3,3,3,3,3,,,,,False
498,def broken view request raise Key Error ' Oops Lookslikeyouwrotesomebadcode ',Does a view raise an exception just ?,Yes,Just views.,1,1,1,1,1,1,1,1,,,,,False
499,def append param insert pk compiler stmt c values kw if c default is not None and not c default is sequence or compiler dialect supports sequences or c is stmt table autoincrement column and compiler dialect supports sequences or compiler dialect preexecute autoincrement sequences values append c create insert prefetch bind param compiler c elif c default is None and c server default is None and not c nullable warn pk with no anticipated value c,For what purpose does the code create a bound parameter in the insert statement ?,to receive a prefetched default value,The code creates a bound parameter in the insert statement to receive a prefetched default value.,2,2,3,3,3,3,3,3,2.0,2.0,3.0,3.0,True
500,def cert get serial cert return cert serial,How do serial number fetch from the certificate ?,code,The serial number is fetched from the certificate using the `serial` method of the `CertificateRequest` object.,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,True
501,@require GE Tdef set subscription request token subscribe try username Username Cipher decrypt token encode user User objects get username username except Unicode Decode Error raise Http 404 'base 64 url' except Username Decryption Exception as exn raise Http 404 exn message except User Does Not Exist raise Http 404 'username' if subscribe User Preference objects get or create user user key NOTIFICATION PREF KEY defaults {'value' Username Cipher encrypt user username } return render to response 'resubscribe html' {'token' token} else User Preference objects filter user user key NOTIFICATION PREF KEY delete return render to response 'unsubscribe html' {'token' token},Does a view disable notifications ?,No,"No, it does not disable notifications.",3,3,3,3,3,3,3,3,,,,,False
502,@mobile template 'questions/{mobile/}marketplace success html' def marketplace success request template None return render request template,How did ticket submit ?,successfully,The ticket was submitted successfully because it had a session cookie.,1,1,1,1,1,1,1,1,,,,,False
503,def listen description factory from twisted internet import reactor name args kw endpoints parse Server description factory return getattr reactor 'listen' + name *args **kw,Where does the code listen ?,on a port corresponding to a description,Listens on port from description.,2,2,2,2,2,2,2,2,,,,,False
504,def append To Docstring thing With Doc text To Append if thing With Doc doc docstring Lines thing With Doc doc splitlines else docstring Lines []if len docstring Lines 0 docstring Lines append text To Append elif len docstring Lines 1 docstring Lines extend ['' text To Append ''] else spaces docstring Lines pop docstring Lines extend ['' spaces + text To Append spaces] thing With Doc doc '\n' join docstring Lines,Does the code append the given text to the docstring of c{thingwithdoc } ?,Yes,"Yes, the code appends the given text to the docstring of c{thingwithdoc}.",3,3,3,3,3,3,3,3,,,,,False
505,def modulestore def load function engine path '\n Loadthegivenengine\n' module path name engine path rpartition ' ' return getattr import module module path name if Split Module Test modulestore is None class load function Split Module Test MODULESTORE['ENGINE'] options {}options update Split Module Test MODULESTORE['OPTIONS'] options['render template'] render to template mock Split Module Test modulestore class None Split Module Test MODULESTORE['DOC STORE CONFIG'] **options Split Module Test bootstrap DB Split Module Test modulestore return Split Module Test modulestore,For what purpose do the django dependent global modulestore function mock ?,to disentangle tests from django,Sanitizes engine and removes module.,1,1,1,1,1,1,1,1,,,,,False
506,"def Dump Schema path 'LDAP //%sroot DSE' % server rootdse A Ds Get Object path name rootdse Get 'schema Naming Context' path 'LDAP //' + server + name print ' Bindingto' pathob A Ds Get Object path nclasses nattr nsub nunk 0for child in ob class name child Classif class name 'class Schema' Dump Class child nclasses nclasses + 1 elif class name 'attribute Schema' Dump Attribute child nattr nattr + 1 elif class name 'sub Schema' nsub nsub + 1 else print ' Unknownclass ' class namenunk nunk + 1 if verbose level print ' Processed' nclasses 'classes'print ' Processed' nattr 'attributes'print ' Processed' nsub ""sub-schema's""print ' Processed' nunk 'unknowntypes'",What does the code dump ?,the default dse schema,The code dumps the root DSE schema.,2,2,2,2,3,3,3,3,2.0,2.0,2.0,2.0,True
507,@register u'backward-kill-word' def backward kill word event unix word rubout event WORD False,When does the code kill the word ?,before point,  The code kills the word before the point.,3,3,3,3,3,3,3,3,,,,,False
508,def div roundup a b return int a + int b - 1 // int b,In which direction did a / b round to nearest integer ?,up,Up,3,3,3,3,3,3,3,3,,,,,False
509,@register filterdef widont html value def replace matchobj return force text '%s&nbsp %s%s' % matchobj groups return re widont html sub replace force text value,For what purpose does the code add an html non - breaking space between the final two words at the end of block level tags ?,"to avoid "" widowed "" words","Avoids ""widowed"" words.",3,3,3,3,3,3,3,3,,,,,False
510,def concatenate tup axis 0 ndim Noneshape Nonefor a in tup if not isinstance a cupy ndarray raise Type Error ' Onlycupyarrayscanbeconcatenated' if a ndim 0 raise Type Error 'zero-dimensionalarrayscannotbeconcatenated' if ndim is None ndim a ndimshape list a shape axis get positive axis a ndim axis continueif a ndim ndim raise Value Error ' Allarraystoconcatenatemusthavethesamendim' if any i axis and shape[i] a shape[i] for i in six moves range ndim raise Value Error ' Allarraysmusthavesameshapeexcepttheaxistoconcatenate' shape[axis] + a shape[axis]if ndim is None raise Value Error ' Cannotconcatenatefromemptytuple' dtype numpy find common type [a dtype for a in tup] [] return core concatenate tup axis shape dtype,Where does arrays join ?,along an axis,Joins along axis.,3,3,3,3,3,3,3,3,3.0,3.0,3.0,3.0,True
511,def is scalar zero or nan builder value return scalar pred against zero builder value functools partial builder fcmp unordered ' ' ' ',What do a predicate represent ?,whether * value * is equal to either zero or nan,Predicate.,1,1,1,1,1,1,1,1,,,,,False
